card_id,card,attachment_id,name,url,bytes,mimeType,date,isUpload
68bf354f04b8053c19b6f251,TABELA DO ÉGIDE/CAMIM -  RELACIONAR.,68d3f21ad38f362ff8299998,WhatsApp Image 2025-09-24 at 09.48.07_07ffd673.jpg,https://trello.com/1/cards/68bf354f04b8053c19b6f251/attachments/68d3f21ad38f362ff8299998/download/WhatsApp_Image_2025-09-24_at_09.48.07_07ffd673.jpg,169378,image/jpeg,2025-09-24T13:28:58.242000+00:00,True
