date,buy,sell,mid,source,as_of
2020-01-02,40213.0,40207.0,40210.0,bcb-sgs,2020-01-02T00:00:00-03:00
2020-01-03,40522.0,40516.0,40519.0,bcb-sgs,2020-01-03T00:00:00-03:00
2020-01-06,40554.0,40548.0,40551.0,bcb-sgs,2020-01-06T00:00:00-03:00
2020-01-07,40841.0,40835.0,40838.0,bcb-sgs,2020-01-07T00:00:00-03:00
2020-01-08,40672.0,40666.0,40669.0,bcb-sgs,2020-01-08T00:00:00-03:00
2020-01-09,40744.0,40738.0,40741.0,bcb-sgs,2020-01-09T00:00:00-03:00
2020-01-10,40745.0,40739.0,40742.0,bcb-sgs,2020-01-10T00:00:00-03:00
2020-01-13,41309.0,41303.0,41306.0,bcb-sgs,2020-01-13T00:00:00-03:00
2020-01-14,41443.0,41437.0,41440.0,bcb-sgs,2020-01-14T00:00:00-03:00
2020-01-15,41622.0,41616.0,41619.0,bcb-sgs,2020-01-15T00:00:00-03:00
2020-01-16,41726.0,41720.0,41723.0,bcb-sgs,2020-01-16T00:00:00-03:00
2020-01-17,41837.0,41831.0,41834.0,bcb-sgs,2020-01-17T00:00:00-03:00
2020-01-20,41829.0,41823.0,41826.0,bcb-sgs,2020-01-20T00:00:00-03:00
2020-01-21,42014.0,42008.0,42011.0,bcb-sgs,2020-01-21T00:00:00-03:00
2020-01-22,41889.0,41883.0,41886.0,bcb-sgs,2020-01-22T00:00:00-03:00
2020-01-23,41662.0,41656.0,41659.0,bcb-sgs,2020-01-23T00:00:00-03:00
2020-01-24,41769.0,41763.0,41766.0,bcb-sgs,2020-01-24T00:00:00-03:00
2020-01-27,42196.0,42190.0,42193.0,bcb-sgs,2020-01-27T00:00:00-03:00
2020-01-28,42064.0,42058.0,42061.0,bcb-sgs,2020-01-28T00:00:00-03:00
2020-01-29,42013.0,42007.0,42010.0,bcb-sgs,2020-01-29T00:00:00-03:00
2020-01-30,42523.0,42517.0,42520.0,bcb-sgs,2020-01-30T00:00:00-03:00
2020-01-31,42695.0,42689.0,42692.0,bcb-sgs,2020-01-31T00:00:00-03:00
2020-02-03,42475.0,42469.0,42472.0,bcb-sgs,2020-02-03T00:00:00-03:00
2020-02-04,42381.0,42375.0,42378.0,bcb-sgs,2020-02-04T00:00:00-03:00
2020-02-05,42449.0,42443.0,42446.0,bcb-sgs,2020-02-05T00:00:00-03:00
2020-02-06,42477.0,42471.0,42474.0,bcb-sgs,2020-02-06T00:00:00-03:00
2020-02-07,43076.0,43070.0,43073.0,bcb-sgs,2020-02-07T00:00:00-03:00
2020-02-10,43195.0,43189.0,43192.0,bcb-sgs,2020-02-10T00:00:00-03:00
2020-02-11,43148.0,43142.0,43145.0,bcb-sgs,2020-02-11T00:00:00-03:00
2020-02-12,43366.0,43360.0,43363.0,bcb-sgs,2020-02-12T00:00:00-03:00
2020-02-13,43389.0,43383.0,43386.0,bcb-sgs,2020-02-13T00:00:00-03:00
2020-02-14,43163.0,43157.0,43160.0,bcb-sgs,2020-02-14T00:00:00-03:00
2020-02-17,43157.0,43151.0,43154.0,bcb-sgs,2020-02-17T00:00:00-03:00
2020-02-18,43471.0,43465.0,43468.0,bcb-sgs,2020-02-18T00:00:00-03:00
2020-02-19,43728.0,43722.0,43725.0,bcb-sgs,2020-02-19T00:00:00-03:00
2020-02-20,43873.0,43867.0,43870.0,bcb-sgs,2020-02-20T00:00:00-03:00
2020-02-21,43924.0,43918.0,43921.0,bcb-sgs,2020-02-21T00:00:00-03:00
2020-02-26,44359.0,44353.0,44356.0,bcb-sgs,2020-02-26T00:00:00-03:00
2020-02-27,44764.0,44758.0,44761.0,bcb-sgs,2020-02-27T00:00:00-03:00
2020-02-28,44987.0,44981.0,44984.0,bcb-sgs,2020-02-28T00:00:00-03:00
2020-03-02,44946.0,44940.0,44943.0,bcb-sgs,2020-03-02T00:00:00-03:00
2020-03-03,44883.0,44877.0,44880.0,bcb-sgs,2020-03-03T00:00:00-03:00
2020-03-04,45258.0,45252.0,45255.0,bcb-sgs,2020-03-04T00:00:00-03:00
2020-03-05,46207.0,46201.0,46204.0,bcb-sgs,2020-03-05T00:00:00-03:00
2020-03-06,46459.0,46453.0,46456.0,bcb-sgs,2020-03-06T00:00:00-03:00
2020-03-09,47379.0,47373.0,47376.0,bcb-sgs,2020-03-09T00:00:00-03:00
2020-03-10,46693.0,46687.0,46690.0,bcb-sgs,2020-03-10T00:00:00-03:00
2020-03-11,46738.0,46732.0,46735.0,bcb-sgs,2020-03-11T00:00:00-03:00
2020-03-12,48833.0,48825.0,48829.0,bcb-sgs,2020-03-12T00:00:00-03:00
2020-03-13,47362.0,47355.0,47358.5,bcb-sgs,2020-03-13T00:00:00-03:00
2020-03-16,49471.0,49464.0,49467.5,bcb-sgs,2020-03-16T00:00:00-03:00
2020-03-17,50496.0,50489.0,50492.5,bcb-sgs,2020-03-17T00:00:00-03:00
2020-03-18,51107.0,51101.0,51104.0,bcb-sgs,2020-03-18T00:00:00-03:00
2020-03-19,51444.0,51437.0,51440.5,bcb-sgs,2020-03-19T00:00:00-03:00
2020-03-20,50248.0,50241.0,50244.5,bcb-sgs,2020-03-20T00:00:00-03:00
2020-03-23,50805.0,50798.0,50801.5,bcb-sgs,2020-03-23T00:00:00-03:00
2020-03-24,50713.0,50707.0,50710.0,bcb-sgs,2020-03-24T00:00:00-03:00
2020-03-25,50706.0,50700.0,50703.0,bcb-sgs,2020-03-25T00:00:00-03:00
2020-03-26,50010.0,50004.0,50007.0,bcb-sgs,2020-03-26T00:00:00-03:00
2020-03-27,51109.0,51103.0,51106.0,bcb-sgs,2020-03-27T00:00:00-03:00
2020-03-30,51594.0,51588.0,51591.0,bcb-sgs,2020-03-30T00:00:00-03:00
2020-03-31,51987.0,51981.0,51984.0,bcb-sgs,2020-03-31T00:00:00-03:00
2020-04-01,52404.0,52399.0,52401.5,bcb-sgs,2020-04-01T00:00:00-03:00
2020-04-02,52651.0,52645.0,52648.0,bcb-sgs,2020-04-02T00:00:00-03:00
2020-04-03,52997.0,52991.0,52994.0,bcb-sgs,2020-04-03T00:00:00-03:00
2020-04-06,52471.0,52465.0,52468.0,bcb-sgs,2020-04-06T00:00:00-03:00
2020-04-07,52217.0,52211.0,52214.0,bcb-sgs,2020-04-07T00:00:00-03:00
2020-04-08,52123.0,52117.0,52120.0,bcb-sgs,2020-04-08T00:00:00-03:00
2020-04-09,50779.0,50773.0,50776.0,bcb-sgs,2020-04-09T00:00:00-03:00
2020-04-13,51824.0,51818.0,51821.0,bcb-sgs,2020-04-13T00:00:00-03:00
2020-04-14,51858.0,51852.0,51855.0,bcb-sgs,2020-04-14T00:00:00-03:00
2020-04-15,52579.0,52573.0,52576.0,bcb-sgs,2020-04-15T00:00:00-03:00
2020-04-16,52377.0,52371.0,52374.0,bcb-sgs,2020-04-16T00:00:00-03:00
2020-04-17,52573.0,52567.0,52570.0,bcb-sgs,2020-04-17T00:00:00-03:00
2020-04-20,52837.0,52831.0,52834.0,bcb-sgs,2020-04-20T00:00:00-03:00
2020-04-22,53847.0,53841.0,53844.0,bcb-sgs,2020-04-22T00:00:00-03:00
2020-04-23,54467.0,54461.0,54464.0,bcb-sgs,2020-04-23T00:00:00-03:00
2020-04-24,56510.0,56504.0,56507.0,bcb-sgs,2020-04-24T00:00:00-03:00
2020-04-27,56358.0,56352.0,56355.0,bcb-sgs,2020-04-27T00:00:00-03:00
2020-04-28,55683.0,55677.0,55680.0,bcb-sgs,2020-04-28T00:00:00-03:00
2020-04-29,54291.0,54285.0,54288.0,bcb-sgs,2020-04-29T00:00:00-03:00
2020-04-30,54270.0,54264.0,54267.0,bcb-sgs,2020-04-30T00:00:00-03:00
2020-05-04,55816.0,55811.0,55813.5,bcb-sgs,2020-05-04T00:00:00-03:00
2020-05-05,55354.0,55348.0,55351.0,bcb-sgs,2020-05-05T00:00:00-03:00
2020-05-06,56676.0,56670.0,56673.0,bcb-sgs,2020-05-06T00:00:00-03:00
2020-05-07,58365.0,58359.0,58362.0,bcb-sgs,2020-05-07T00:00:00-03:00
2020-05-08,57653.0,57647.0,57650.0,bcb-sgs,2020-05-08T00:00:00-03:00
2020-05-11,57954.0,57948.0,57951.0,bcb-sgs,2020-05-11T00:00:00-03:00
2020-05-12,57723.0,57717.0,57720.0,bcb-sgs,2020-05-12T00:00:00-03:00
2020-05-13,59022.0,59016.0,59019.0,bcb-sgs,2020-05-13T00:00:00-03:00
2020-05-14,59372.0,59366.0,59369.0,bcb-sgs,2020-05-14T00:00:00-03:00
2020-05-15,58229.0,58223.0,58226.0,bcb-sgs,2020-05-15T00:00:00-03:00
2020-05-18,57375.0,57369.0,57372.0,bcb-sgs,2020-05-18T00:00:00-03:00
2020-05-19,57216.0,57210.0,57213.0,bcb-sgs,2020-05-19T00:00:00-03:00
2020-05-20,56968.0,56962.0,56965.0,bcb-sgs,2020-05-20T00:00:00-03:00
2020-05-21,56019.0,56013.0,56016.0,bcb-sgs,2020-05-21T00:00:00-03:00
2020-05-22,55808.0,55802.0,55805.0,bcb-sgs,2020-05-22T00:00:00-03:00
2020-05-25,54772.0,54766.0,54769.0,bcb-sgs,2020-05-25T00:00:00-03:00
2020-05-26,53707.0,53701.0,53704.0,bcb-sgs,2020-05-26T00:00:00-03:00
2020-05-27,52992.0,52986.0,52989.0,bcb-sgs,2020-05-27T00:00:00-03:00
2020-05-28,53405.0,53399.0,53402.0,bcb-sgs,2020-05-28T00:00:00-03:00
2020-05-29,54263.0,54257.0,54260.0,bcb-sgs,2020-05-29T00:00:00-03:00
2020-06-01,53639.0,53633.0,53636.0,bcb-sgs,2020-06-01T00:00:00-03:00
2020-06-02,52601.0,52595.0,52598.0,bcb-sgs,2020-06-02T00:00:00-03:00
2020-06-03,50516.0,50510.0,50513.0,bcb-sgs,2020-06-03T00:00:00-03:00
2020-06-04,51041.0,51035.0,51038.0,bcb-sgs,2020-06-04T00:00:00-03:00
2020-06-05,49775.0,49769.0,49772.0,bcb-sgs,2020-06-05T00:00:00-03:00
2020-06-08,49331.0,49325.0,49328.0,bcb-sgs,2020-06-08T00:00:00-03:00
2020-06-09,49057.0,49051.0,49054.0,bcb-sgs,2020-06-09T00:00:00-03:00
2020-06-10,48894.0,48888.0,48891.0,bcb-sgs,2020-06-10T00:00:00-03:00
2020-06-12,50373.0,50367.0,50370.0,bcb-sgs,2020-06-12T00:00:00-03:00
2020-06-15,51883.0,51877.0,51880.0,bcb-sgs,2020-06-15T00:00:00-03:00
2020-06-16,51285.0,51279.0,51282.0,bcb-sgs,2020-06-16T00:00:00-03:00
2020-06-17,52499.0,52492.0,52495.5,bcb-sgs,2020-06-17T00:00:00-03:00
2020-06-18,53468.0,53462.0,53465.0,bcb-sgs,2020-06-18T00:00:00-03:00
2020-06-19,53466.0,53460.0,53463.0,bcb-sgs,2020-06-19T00:00:00-03:00
2020-06-22,52226.0,52220.0,52223.0,bcb-sgs,2020-06-22T00:00:00-03:00
2020-06-23,51705.0,51699.0,51702.0,bcb-sgs,2020-06-23T00:00:00-03:00
2020-06-24,52435.0,52429.0,52432.0,bcb-sgs,2020-06-24T00:00:00-03:00
2020-06-25,53287.0,53281.0,53284.0,bcb-sgs,2020-06-25T00:00:00-03:00
2020-06-26,54629.0,54623.0,54626.0,bcb-sgs,2020-06-26T00:00:00-03:00
2020-06-29,54416.0,54410.0,54413.0,bcb-sgs,2020-06-29T00:00:00-03:00
2020-06-30,54760.0,54754.0,54757.0,bcb-sgs,2020-06-30T00:00:00-03:00
2020-07-01,53651.0,53646.0,53648.5,bcb-sgs,2020-07-01T00:00:00-03:00
2020-07-02,53028.0,53022.0,53025.0,bcb-sgs,2020-07-02T00:00:00-03:00
2020-07-03,53374.0,53368.0,53371.0,bcb-sgs,2020-07-03T00:00:00-03:00
2020-07-06,53085.0,53079.0,53082.0,bcb-sgs,2020-07-06T00:00:00-03:00
2020-07-07,53318.0,53312.0,53315.0,bcb-sgs,2020-07-07T00:00:00-03:00
2020-07-08,53482.0,53476.0,53479.0,bcb-sgs,2020-07-08T00:00:00-03:00
2020-07-09,52978.0,52972.0,52975.0,bcb-sgs,2020-07-09T00:00:00-03:00
2020-07-10,53440.0,53434.0,53437.0,bcb-sgs,2020-07-10T00:00:00-03:00
2020-07-13,53486.0,53480.0,53483.0,bcb-sgs,2020-07-13T00:00:00-03:00
2020-07-14,54288.0,54282.0,54285.0,bcb-sgs,2020-07-14T00:00:00-03:00
2020-07-15,53491.0,53485.0,53488.0,bcb-sgs,2020-07-15T00:00:00-03:00
2020-07-16,53560.0,53554.0,53557.0,bcb-sgs,2020-07-16T00:00:00-03:00
2020-07-17,53510.0,53504.0,53507.0,bcb-sgs,2020-07-17T00:00:00-03:00
2020-07-20,53635.0,53629.0,53632.0,bcb-sgs,2020-07-20T00:00:00-03:00
2020-07-21,52283.0,52277.0,52280.0,bcb-sgs,2020-07-21T00:00:00-03:00
2020-07-22,51111.0,51105.0,51108.0,bcb-sgs,2020-07-22T00:00:00-03:00
2020-07-23,51647.0,51641.0,51644.0,bcb-sgs,2020-07-23T00:00:00-03:00
2020-07-24,52146.0,52140.0,52143.0,bcb-sgs,2020-07-24T00:00:00-03:00
2020-07-27,51889.0,51883.0,51886.0,bcb-sgs,2020-07-27T00:00:00-03:00
2020-07-28,51777.0,51771.0,51774.0,bcb-sgs,2020-07-28T00:00:00-03:00
2020-07-29,51395.0,51389.0,51392.0,bcb-sgs,2020-07-29T00:00:00-03:00
2020-07-30,51837.0,51831.0,51834.0,bcb-sgs,2020-07-30T00:00:00-03:00
2020-07-31,52033.0,52027.0,52030.0,bcb-sgs,2020-07-31T00:00:00-03:00
2020-08-03,53075.0,53069.0,53072.0,bcb-sgs,2020-08-03T00:00:00-03:00
2020-08-04,53329.0,53323.0,53326.0,bcb-sgs,2020-08-04T00:00:00-03:00
2020-08-05,52760.0,52754.0,52757.0,bcb-sgs,2020-08-05T00:00:00-03:00
2020-08-06,53431.0,53425.0,53428.0,bcb-sgs,2020-08-06T00:00:00-03:00
2020-08-07,54227.0,54221.0,54224.0,bcb-sgs,2020-08-07T00:00:00-03:00
2020-08-10,53933.0,53927.0,53930.0,bcb-sgs,2020-08-10T00:00:00-03:00
2020-08-11,54285.0,54279.0,54282.0,bcb-sgs,2020-08-11T00:00:00-03:00
2020-08-12,54551.0,54545.0,54548.0,bcb-sgs,2020-08-12T00:00:00-03:00
2020-08-13,53801.0,53795.0,53798.0,bcb-sgs,2020-08-13T00:00:00-03:00
2020-08-14,53852.0,53846.0,53849.0,bcb-sgs,2020-08-14T00:00:00-03:00
2020-08-17,54497.0,54491.0,54494.0,bcb-sgs,2020-08-17T00:00:00-03:00
2020-08-18,54659.0,54653.0,54656.0,bcb-sgs,2020-08-18T00:00:00-03:00
2020-08-19,54906.0,54900.0,54903.0,bcb-sgs,2020-08-19T00:00:00-03:00
2020-08-20,56510.0,56504.0,56507.0,bcb-sgs,2020-08-20T00:00:00-03:00
2020-08-21,56064.0,56058.0,56061.0,bcb-sgs,2020-08-21T00:00:00-03:00
2020-08-24,55954.0,55948.0,55951.0,bcb-sgs,2020-08-24T00:00:00-03:00
2020-08-25,55997.0,55991.0,55994.0,bcb-sgs,2020-08-25T00:00:00-03:00
2020-08-26,55680.0,55674.0,55677.0,bcb-sgs,2020-08-26T00:00:00-03:00
2020-08-27,55956.0,55950.0,55953.0,bcb-sgs,2020-08-27T00:00:00-03:00
2020-08-28,54679.0,54673.0,54676.0,bcb-sgs,2020-08-28T00:00:00-03:00
2020-08-31,54713.0,54707.0,54710.0,bcb-sgs,2020-08-31T00:00:00-03:00
2020-09-01,53732.0,53726.0,53729.0,bcb-sgs,2020-09-01T00:00:00-03:00
2020-09-02,53741.0,53735.0,53738.0,bcb-sgs,2020-09-02T00:00:00-03:00
2020-09-03,53079.0,53073.0,53076.0,bcb-sgs,2020-09-03T00:00:00-03:00
2020-09-04,52848.0,52842.0,52845.0,bcb-sgs,2020-09-04T00:00:00-03:00
2020-09-08,53698.0,53692.0,53695.0,bcb-sgs,2020-09-08T00:00:00-03:00
2020-09-09,53024.0,53018.0,53021.0,bcb-sgs,2020-09-09T00:00:00-03:00
2020-09-10,52936.0,52930.0,52933.0,bcb-sgs,2020-09-10T00:00:00-03:00
2020-09-11,52854.0,52848.0,52851.0,bcb-sgs,2020-09-11T00:00:00-03:00
2020-09-14,52984.0,52978.0,52981.0,bcb-sgs,2020-09-14T00:00:00-03:00
2020-09-15,52728.0,52722.0,52725.0,bcb-sgs,2020-09-15T00:00:00-03:00
2020-09-16,52532.0,52526.0,52529.0,bcb-sgs,2020-09-16T00:00:00-03:00
2020-09-17,52593.0,52587.0,52590.0,bcb-sgs,2020-09-17T00:00:00-03:00
2020-09-18,52889.0,52883.0,52886.0,bcb-sgs,2020-09-18T00:00:00-03:00
2020-09-21,54440.0,54434.0,54437.0,bcb-sgs,2020-09-21T00:00:00-03:00
2020-09-22,54329.0,54323.0,54326.0,bcb-sgs,2020-09-22T00:00:00-03:00
2020-09-23,55311.0,55305.0,55308.0,bcb-sgs,2020-09-23T00:00:00-03:00
2020-09-24,55714.0,55708.0,55711.0,bcb-sgs,2020-09-24T00:00:00-03:00
2020-09-25,55667.0,55661.0,55664.0,bcb-sgs,2020-09-25T00:00:00-03:00
2020-09-28,55858.0,55852.0,55855.0,bcb-sgs,2020-09-28T00:00:00-03:00
2020-09-29,56528.0,56521.0,56524.5,bcb-sgs,2020-09-29T00:00:00-03:00
2020-09-30,56407.0,56401.0,56404.0,bcb-sgs,2020-09-30T00:00:00-03:00
2020-10-01,56441.0,56435.0,56438.0,bcb-sgs,2020-10-01T00:00:00-03:00
2020-10-02,56464.0,56458.0,56461.0,bcb-sgs,2020-10-02T00:00:00-03:00
2020-10-05,56299.0,56293.0,56296.0,bcb-sgs,2020-10-05T00:00:00-03:00
2020-10-06,55205.0,55199.0,55202.0,bcb-sgs,2020-10-06T00:00:00-03:00
2020-10-07,56018.0,56012.0,56015.0,bcb-sgs,2020-10-07T00:00:00-03:00
2020-10-08,56200.0,56194.0,56197.0,bcb-sgs,2020-10-08T00:00:00-03:00
2020-10-09,55393.0,55387.0,55390.0,bcb-sgs,2020-10-09T00:00:00-03:00
2020-10-13,55859.0,55854.0,55856.5,bcb-sgs,2020-10-13T00:00:00-03:00
2020-10-14,55675.0,55669.0,55672.0,bcb-sgs,2020-10-14T00:00:00-03:00
2020-10-15,56172.0,56166.0,56169.0,bcb-sgs,2020-10-15T00:00:00-03:00
2020-10-16,56226.0,56220.0,56223.0,bcb-sgs,2020-10-16T00:00:00-03:00
2020-10-19,56023.0,56017.0,56020.0,bcb-sgs,2020-10-19T00:00:00-03:00
2020-10-20,55830.0,55824.0,55827.0,bcb-sgs,2020-10-20T00:00:00-03:00
2020-10-21,56006.0,56000.0,56003.0,bcb-sgs,2020-10-21T00:00:00-03:00
2020-10-22,55820.0,55814.0,55817.0,bcb-sgs,2020-10-22T00:00:00-03:00
2020-10-23,56120.0,56114.0,56117.0,bcb-sgs,2020-10-23T00:00:00-03:00
2020-10-26,56328.0,56322.0,56325.0,bcb-sgs,2020-10-26T00:00:00-03:00
2020-10-27,56491.0,56484.0,56487.5,bcb-sgs,2020-10-27T00:00:00-03:00
2020-10-28,57325.0,57319.0,57322.0,bcb-sgs,2020-10-28T00:00:00-03:00
2020-10-29,57803.0,57797.0,57800.0,bcb-sgs,2020-10-29T00:00:00-03:00
2020-10-30,57718.0,57712.0,57715.0,bcb-sgs,2020-10-30T00:00:00-03:00
2020-11-03,56895.0,56889.0,56892.0,bcb-sgs,2020-11-03T00:00:00-03:00
2020-11-04,56932.0,56926.0,56929.0,bcb-sgs,2020-11-04T00:00:00-03:00
2020-11-05,55624.0,55618.0,55621.0,bcb-sgs,2020-11-05T00:00:00-03:00
2020-11-06,55313.0,55307.0,55310.0,bcb-sgs,2020-11-06T00:00:00-03:00
2020-11-09,52821.0,52815.0,52818.0,bcb-sgs,2020-11-09T00:00:00-03:00
2020-11-10,53696.0,53690.0,53693.0,bcb-sgs,2020-11-10T00:00:00-03:00
2020-11-11,54020.0,54014.0,54017.0,bcb-sgs,2020-11-11T00:00:00-03:00
2020-11-12,54094.0,54088.0,54091.0,bcb-sgs,2020-11-12T00:00:00-03:00
2020-11-13,54854.0,54848.0,54851.0,bcb-sgs,2020-11-13T00:00:00-03:00
2020-11-16,54198.0,54192.0,54195.0,bcb-sgs,2020-11-16T00:00:00-03:00
2020-11-17,53968.0,53962.0,53965.0,bcb-sgs,2020-11-17T00:00:00-03:00
2020-11-18,52932.0,52926.0,52929.0,bcb-sgs,2020-11-18T00:00:00-03:00
2020-11-19,53330.0,53324.0,53327.0,bcb-sgs,2020-11-19T00:00:00-03:00
2020-11-20,53505.0,53499.0,53502.0,bcb-sgs,2020-11-20T00:00:00-03:00
2020-11-23,53828.0,53822.0,53825.0,bcb-sgs,2020-11-23T00:00:00-03:00
2020-11-24,54037.0,54031.0,54034.0,bcb-sgs,2020-11-24T00:00:00-03:00
2020-11-25,53508.0,53502.0,53505.0,bcb-sgs,2020-11-25T00:00:00-03:00
2020-11-26,53201.0,53195.0,53198.0,bcb-sgs,2020-11-26T00:00:00-03:00
2020-11-27,53494.0,53488.0,53491.0,bcb-sgs,2020-11-27T00:00:00-03:00
2020-11-30,53317.0,53311.0,53314.0,bcb-sgs,2020-11-30T00:00:00-03:00
2020-12-01,52789.0,52783.0,52786.0,bcb-sgs,2020-12-01T00:00:00-03:00
2020-12-02,52267.0,52261.0,52264.0,bcb-sgs,2020-12-02T00:00:00-03:00
2020-12-03,51625.0,51619.0,51622.0,bcb-sgs,2020-12-03T00:00:00-03:00
2020-12-04,51706.0,51700.0,51703.0,bcb-sgs,2020-12-04T00:00:00-03:00
2020-12-07,51018.0,51012.0,51015.0,bcb-sgs,2020-12-07T00:00:00-03:00
2020-12-08,50920.0,50914.0,50917.0,bcb-sgs,2020-12-08T00:00:00-03:00
2020-12-09,51109.0,51103.0,51106.0,bcb-sgs,2020-12-09T00:00:00-03:00
2020-12-10,50852.0,50846.0,50849.0,bcb-sgs,2020-12-10T00:00:00-03:00
2020-12-11,50691.0,50685.0,50688.0,bcb-sgs,2020-12-11T00:00:00-03:00
2020-12-14,50578.0,50572.0,50575.0,bcb-sgs,2020-12-14T00:00:00-03:00
2020-12-15,50968.0,50962.0,50965.0,bcb-sgs,2020-12-15T00:00:00-03:00
2020-12-16,51057.0,51051.0,51054.0,bcb-sgs,2020-12-16T00:00:00-03:00
2020-12-17,50612.0,50606.0,50609.0,bcb-sgs,2020-12-17T00:00:00-03:00
2020-12-18,50986.0,50980.0,50983.0,bcb-sgs,2020-12-18T00:00:00-03:00
2020-12-21,51572.0,51566.0,51569.0,bcb-sgs,2020-12-21T00:00:00-03:00
2020-12-22,51473.0,51467.0,51470.0,bcb-sgs,2020-12-22T00:00:00-03:00
2020-12-23,51740.0,51734.0,51737.0,bcb-sgs,2020-12-23T00:00:00-03:00
2020-12-24,51800.0,51785.0,51792.5,bcb-sgs,2020-12-24T00:00:00-03:00
2020-12-28,52390.0,52384.0,52387.0,bcb-sgs,2020-12-28T00:00:00-03:00
2020-12-29,51942.0,51936.0,51939.0,bcb-sgs,2020-12-29T00:00:00-03:00
2020-12-30,51967.0,51961.0,51964.0,bcb-sgs,2020-12-30T00:00:00-03:00
2020-12-31,51967.0,51961.0,51964.0,bcb-sgs,2020-12-31T00:00:00-03:00
2021-01-04,51626.0,51620.0,51623.0,bcb-sgs,2021-01-04T00:00:00-03:00
2021-01-05,53269.0,53263.0,53266.0,bcb-sgs,2021-01-05T00:00:00-03:00
2021-01-06,53182.0,53176.0,53179.0,bcb-sgs,2021-01-06T00:00:00-03:00
2021-01-07,53433.0,53427.0,53430.0,bcb-sgs,2021-01-07T00:00:00-03:00
2021-01-08,53683.0,53677.0,53680.0,bcb-sgs,2021-01-08T00:00:00-03:00
2021-01-11,54966.0,54960.0,54963.0,bcb-sgs,2021-01-11T00:00:00-03:00
2021-01-12,54637.0,54631.0,54634.0,bcb-sgs,2021-01-12T00:00:00-03:00
2021-01-13,53070.0,53064.0,53067.0,bcb-sgs,2021-01-13T00:00:00-03:00
2021-01-14,52617.0,52611.0,52614.0,bcb-sgs,2021-01-14T00:00:00-03:00
2021-01-15,52714.0,52708.0,52711.0,bcb-sgs,2021-01-15T00:00:00-03:00
2021-01-18,52788.0,52782.0,52785.0,bcb-sgs,2021-01-18T00:00:00-03:00
2021-01-19,52945.0,52939.0,52942.0,bcb-sgs,2021-01-19T00:00:00-03:00
2021-01-20,53033.0,53027.0,53030.0,bcb-sgs,2021-01-20T00:00:00-03:00
2021-01-21,53166.0,53160.0,53163.0,bcb-sgs,2021-01-21T00:00:00-03:00
2021-01-22,54301.0,54295.0,54298.0,bcb-sgs,2021-01-22T00:00:00-03:00
2021-01-25,55089.0,55074.0,55081.5,bcb-sgs,2021-01-25T00:00:00-03:00
2021-01-26,53865.0,53859.0,53862.0,bcb-sgs,2021-01-26T00:00:00-03:00
2021-01-27,53824.0,53818.0,53821.0,bcb-sgs,2021-01-27T00:00:00-03:00
2021-01-28,54282.0,54276.0,54279.0,bcb-sgs,2021-01-28T00:00:00-03:00
2021-01-29,54759.0,54753.0,54756.0,bcb-sgs,2021-01-29T00:00:00-03:00
2021-02-01,54608.0,54602.0,54605.0,bcb-sgs,2021-02-01T00:00:00-03:00
2021-02-02,53875.0,53869.0,53872.0,bcb-sgs,2021-02-02T00:00:00-03:00
2021-02-03,53423.0,53417.0,53420.0,bcb-sgs,2021-02-03T00:00:00-03:00
2021-02-04,53910.0,53904.0,53907.0,bcb-sgs,2021-02-04T00:00:00-03:00
2021-02-05,53884.0,53878.0,53881.0,bcb-sgs,2021-02-05T00:00:00-03:00
2021-02-08,53670.0,53664.0,53667.0,bcb-sgs,2021-02-08T00:00:00-03:00
2021-02-09,54216.0,54210.0,54213.0,bcb-sgs,2021-02-09T00:00:00-03:00
2021-02-10,54024.0,54018.0,54021.0,bcb-sgs,2021-02-10T00:00:00-03:00
2021-02-11,53626.0,53620.0,53623.0,bcb-sgs,2021-02-11T00:00:00-03:00
2021-02-12,53815.0,53809.0,53812.0,bcb-sgs,2021-02-12T00:00:00-03:00
2021-02-17,54138.0,54132.0,54135.0,bcb-sgs,2021-02-17T00:00:00-03:00
2021-02-18,54238.0,54232.0,54235.0,bcb-sgs,2021-02-18T00:00:00-03:00
2021-02-19,53924.0,53918.0,53921.0,bcb-sgs,2021-02-19T00:00:00-03:00
2021-02-22,55044.0,55038.0,55041.0,bcb-sgs,2021-02-22T00:00:00-03:00
2021-02-23,54490.0,54484.0,54487.0,bcb-sgs,2021-02-23T00:00:00-03:00
2021-02-24,54182.0,54176.0,54179.0,bcb-sgs,2021-02-24T00:00:00-03:00
2021-02-25,54600.0,54594.0,54597.0,bcb-sgs,2021-02-25T00:00:00-03:00
2021-02-26,55302.0,55296.0,55299.0,bcb-sgs,2021-02-26T00:00:00-03:00
2021-03-01,55832.0,55826.0,55829.0,bcb-sgs,2021-03-01T00:00:00-03:00
2021-03-02,56844.0,56838.0,56841.0,bcb-sgs,2021-03-02T00:00:00-03:00
2021-03-03,57342.0,57336.0,57339.0,bcb-sgs,2021-03-03T00:00:00-03:00
2021-03-04,56008.0,56002.0,56005.0,bcb-sgs,2021-03-04T00:00:00-03:00
2021-03-05,56870.0,56864.0,56867.0,bcb-sgs,2021-03-05T00:00:00-03:00
2021-03-08,57343.0,57337.0,57340.0,bcb-sgs,2021-03-08T00:00:00-03:00
2021-03-09,58397.0,58391.0,58394.0,bcb-sgs,2021-03-09T00:00:00-03:00
2021-03-10,57449.0,57443.0,57446.0,bcb-sgs,2021-03-10T00:00:00-03:00
