date,buy,sell,mid,source,as_of
2025-06-27,54759.0,54753.0,54756.0,bcb-sgs,2025-06-27T00:00:00-03:00
2025-06-30,54571.0,54565.0,54568.0,bcb-sgs,2025-06-30T00:00:00-03:00
2025-07-01,54511.0,54505.0,54508.0,bcb-sgs,2025-07-01T00:00:00-03:00
2025-07-02,54512.0,54506.0,54509.0,bcb-sgs,2025-07-02T00:00:00-03:00
2025-07-03,54208.0,54202.0,54205.0,bcb-sgs,2025-07-03T00:00:00-03:00
2025-07-04,54090.0,54084.0,54087.0,bcb-sgs,2025-07-04T00:00:00-03:00
2025-07-07,54552.0,54546.0,54549.0,bcb-sgs,2025-07-07T00:00:00-03:00
2025-07-08,54571.0,54565.0,54568.0,bcb-sgs,2025-07-08T00:00:00-03:00
2025-07-09,54626.0,54620.0,54623.0,bcb-sgs,2025-07-09T00:00:00-03:00
2025-07-10,55433.0,55427.0,55430.0,bcb-sgs,2025-07-10T00:00:00-03:00
2025-07-11,55722.0,55716.0,55719.0,bcb-sgs,2025-07-11T00:00:00-03:00
2025-07-14,55595.0,55589.0,55592.0,bcb-sgs,2025-07-14T00:00:00-03:00
2025-07-15,55576.0,55569.0,55572.5,bcb-sgs,2025-07-15T00:00:00-03:00
2025-07-16,55722.0,55716.0,55719.0,bcb-sgs,2025-07-16T00:00:00-03:00
2025-07-17,55737.0,55731.0,55734.0,bcb-sgs,2025-07-17T00:00:00-03:00
2025-07-18,55466.0,55460.0,55463.0,bcb-sgs,2025-07-18T00:00:00-03:00
2025-07-21,55625.0,55619.0,55622.0,bcb-sgs,2025-07-21T00:00:00-03:00
2025-07-22,55709.0,55703.0,55706.0,bcb-sgs,2025-07-22T00:00:00-03:00
2025-07-23,55537.0,55531.0,55534.0,bcb-sgs,2025-07-23T00:00:00-03:00
2025-07-24,55239.0,55233.0,55236.0,bcb-sgs,2025-07-24T00:00:00-03:00
2025-07-25,55426.0,55420.0,55423.0,bcb-sgs,2025-07-25T00:00:00-03:00
2025-07-28,55877.0,55871.0,55874.0,bcb-sgs,2025-07-28T00:00:00-03:00
2025-07-29,55764.0,55758.0,55761.0,bcb-sgs,2025-07-29T00:00:00-03:00
2025-07-30,56034.0,56028.0,56031.0,bcb-sgs,2025-07-30T00:00:00-03:00
2025-07-31,56021.0,56015.0,56018.0,bcb-sgs,2025-07-31T00:00:00-03:00
2025-08-01,55436.0,55430.0,55433.0,bcb-sgs,2025-08-01T00:00:00-03:00
2025-08-04,55113.0,55107.0,55110.0,bcb-sgs,2025-08-04T00:00:00-03:00
2025-08-05,55119.0,55113.0,55116.0,bcb-sgs,2025-08-05T00:00:00-03:00
2025-08-06,54802.0,54796.0,54799.0,bcb-sgs,2025-08-06T00:00:00-03:00
2025-08-07,54638.0,54632.0,54635.0,bcb-sgs,2025-08-07T00:00:00-03:00
2025-08-08,54254.0,54248.0,54251.0,bcb-sgs,2025-08-08T00:00:00-03:00
2025-08-11,54473.0,54467.0,54470.0,bcb-sgs,2025-08-11T00:00:00-03:00
2025-08-12,54052.0,54046.0,54049.0,bcb-sgs,2025-08-12T00:00:00-03:00
2025-08-13,53928.0,53922.0,53925.0,bcb-sgs,2025-08-13T00:00:00-03:00
2025-08-14,54095.0,54089.0,54092.0,bcb-sgs,2025-08-14T00:00:00-03:00
2025-08-15,53928.0,53922.0,53925.0,bcb-sgs,2025-08-15T00:00:00-03:00
2025-08-18,54155.0,54149.0,54152.0,bcb-sgs,2025-08-18T00:00:00-03:00
2025-08-19,54716.0,54710.0,54713.0,bcb-sgs,2025-08-19T00:00:00-03:00
2025-08-20,54726.0,54720.0,54723.0,bcb-sgs,2025-08-20T00:00:00-03:00
2025-08-21,54828.0,54822.0,54825.0,bcb-sgs,2025-08-21T00:00:00-03:00
2025-08-22,54392.0,54386.0,54389.0,bcb-sgs,2025-08-22T00:00:00-03:00
2025-08-25,54174.0,54168.0,54171.0,bcb-sgs,2025-08-25T00:00:00-03:00
2025-08-26,54218.0,54212.0,54215.0,bcb-sgs,2025-08-26T00:00:00-03:00
2025-08-27,54428.0,54422.0,54425.0,bcb-sgs,2025-08-27T00:00:00-03:00
2025-08-28,54115.0,54109.0,54112.0,bcb-sgs,2025-08-28T00:00:00-03:00
2025-08-29,54264.0,54258.0,54261.0,bcb-sgs,2025-08-29T00:00:00-03:00
2025-09-01,54378.0,54372.0,54375.0,bcb-sgs,2025-09-01T00:00:00-03:00
2025-09-02,54680.0,54674.0,54677.0,bcb-sgs,2025-09-02T00:00:00-03:00
2025-09-03,54485.0,54479.0,54482.0,bcb-sgs,2025-09-03T00:00:00-03:00
2025-09-04,54587.0,54581.0,54584.0,bcb-sgs,2025-09-04T00:00:00-03:00
2025-09-05,53968.0,53962.0,53965.0,bcb-sgs,2025-09-05T00:00:00-03:00
2025-09-08,54278.0,54272.0,54275.0,bcb-sgs,2025-09-08T00:00:00-03:00
2025-09-09,54278.0,54272.0,54275.0,bcb-sgs,2025-09-09T00:00:00-03:00
2025-09-10,54123.0,54117.0,54120.0,bcb-sgs,2025-09-10T00:00:00-03:00
2025-09-11,53858.0,53852.0,53855.0,bcb-sgs,2025-09-11T00:00:00-03:00
2025-09-12,53677.0,53671.0,53674.0,bcb-sgs,2025-09-12T00:00:00-03:00
2025-09-15,53208.0,53202.0,53205.0,bcb-sgs,2025-09-15T00:00:00-03:00
2025-09-16,53096.0,53090.0,53093.0,bcb-sgs,2025-09-16T00:00:00-03:00
2025-09-17,53011.0,53005.0,53008.0,bcb-sgs,2025-09-17T00:00:00-03:00
2025-09-18,53010.0,53004.0,53007.0,bcb-sgs,2025-09-18T00:00:00-03:00
2025-09-19,53276.0,53270.0,53273.0,bcb-sgs,2025-09-19T00:00:00-03:00
2025-09-22,53457.0,53451.0,53454.0,bcb-sgs,2025-09-22T00:00:00-03:00
2025-09-23,53063.0,53057.0,53060.0,bcb-sgs,2025-09-23T00:00:00-03:00
2025-09-24,53112.0,53106.0,53109.0,bcb-sgs,2025-09-24T00:00:00-03:00
2025-09-25,53425.0,53419.0,53422.0,bcb-sgs,2025-09-25T00:00:00-03:00
2025-09-26,53445.0,53439.0,53442.0,bcb-sgs,2025-09-26T00:00:00-03:00
2025-09-29,53229.0,53223.0,53226.0,bcb-sgs,2025-09-29T00:00:00-03:00
2025-09-30,53186.0,53180.0,53183.0,bcb-sgs,2025-09-30T00:00:00-03:00
2025-10-01,53208.0,53202.0,53205.0,bcb-sgs,2025-10-01T00:00:00-03:00
2025-10-02,53449.0,53443.0,53446.0,bcb-sgs,2025-10-02T00:00:00-03:00
2025-10-03,53498.0,53492.0,53495.0,bcb-sgs,2025-10-03T00:00:00-03:00
2025-10-06,53226.0,53220.0,53223.0,bcb-sgs,2025-10-06T00:00:00-03:00
2025-10-07,53363.0,53357.0,53360.0,bcb-sgs,2025-10-07T00:00:00-03:00
2025-10-08,53427.0,53421.0,53424.0,bcb-sgs,2025-10-08T00:00:00-03:00
2025-10-09,53538.0,53532.0,53535.0,bcb-sgs,2025-10-09T00:00:00-03:00
2025-10-10,54446.0,54440.0,54443.0,bcb-sgs,2025-10-10T00:00:00-03:00
2025-10-13,54629.0,54623.0,54626.0,bcb-sgs,2025-10-13T00:00:00-03:00
2025-10-14,54982.0,54976.0,54979.0,bcb-sgs,2025-10-14T00:00:00-03:00
2025-10-15,54464.0,54458.0,54461.0,bcb-sgs,2025-10-15T00:00:00-03:00
2025-10-16,54354.0,54348.0,54351.0,bcb-sgs,2025-10-16T00:00:00-03:00
2025-10-17,54390.0,54384.0,54387.0,bcb-sgs,2025-10-17T00:00:00-03:00
2025-10-20,53771.0,53765.0,53768.0,bcb-sgs,2025-10-20T00:00:00-03:00
2025-10-21,53848.0,53842.0,53845.0,bcb-sgs,2025-10-21T00:00:00-03:00
2025-10-22,53898.0,53892.0,53895.0,bcb-sgs,2025-10-22T00:00:00-03:00
2025-10-23,53840.0,53834.0,53837.0,bcb-sgs,2025-10-23T00:00:00-03:00
2025-10-24,53797.0,53791.0,53794.0,bcb-sgs,2025-10-24T00:00:00-03:00
2025-10-27,53744.0,53738.0,53741.0,bcb-sgs,2025-10-27T00:00:00-03:00
2025-10-28,53690.0,53684.0,53687.0,bcb-sgs,2025-10-28T00:00:00-03:00
2025-10-29,53416.0,53410.0,53413.0,bcb-sgs,2025-10-29T00:00:00-03:00
2025-10-30,53850.0,53844.0,53847.0,bcb-sgs,2025-10-30T00:00:00-03:00
2025-10-31,53843.0,53837.0,53840.0,bcb-sgs,2025-10-31T00:00:00-03:00
