iddespesa,medicos
41819,1430.0
41820,660.0
41822,1430.0
41824,1070.0
41825,850.0
41826,1040.0
41864,970.0
41865,860.0
41866,860.0
41867,520.0
41868,1240.0
41906,1060.0
41907,1190.0
41924,1230.0
41926,860.0
41928,880.0
41929,875.0
41930,750.0
41935,720.0
41948,1200.0
41949,1510.0
41951,1240.0
41954,1060.0
41989,860.0
42013,1430.0
42015,1430.0
42017,1070.0
42018,850.0
42019,1040.0
42043,970.0
42044,860.0
42045,860.0
42046,520.0
42047,1240.0
42072,1060.0
42073,1190.0
42100,1230.0
42102,860.0
42104,880.0
42105,875.0
42106,720.0
42127,1510.0
42129,1240.0
42161,708.0
42172,860.0
42189,1430.0
42190,660.0
42192,1430.0
42194,1070.0
42195,1040.0
42223,970.0
42224,860.0
42225,520.0
42226,1240.0
42255,1060.0
42256,1190.0
42265,1230.0
42267,860.0
42269,880.0
42270,875.0
42271,720.0
42272,750.0
42295,1200.0
42296,1510.0
42298,1240.0
42301,1060.0
42317,860.0
42327,1430.0
42329,1430.0
42331,1070.0
42332,1040.0
42373,860.0
42374,860.0
42375,520.0
42376,1240.0
42398,1190.0
42430,1230.0
42432,860.0
42434,875.0
42435,720.0
42450,1200.0
42451,1510.0
42453,1240.0
42485,1430.0
42487,1430.0
42489,1070.0
42490,850.0
42491,1040.0
42540,970.0
42541,860.0
42542,860.0
42543,520.0
42573,1240.0
