iddespesa,alimentacao
10825,46.18
10823,13.0
10811,651.0
10810,560.0
10780,65.66
10761,266.0
10709,96.0
10708,41.59
10735,490.0
10713,128.39
10779,13.0
10666,28.0
10676,504.0
