iddespesa,alimentacao
507732,180.0
507733,144.0
507734,168.0
507735,168.0
507736,180.0
507737,180.0
507738,12.0
507739,192.0
507740,144.0
507741,276.0
507742,264.0
507743,264.0
507744,180.0
507745,180.0
507746,12.0
507749,144.0
507750,264.0
507751,264.0
507752,180.0
507753,12.0
507754,264.0
507755,264.0
507756,24.0
507757,144.0
507758,168.0
507759,264.0
507760,180.0
507761,264.0
507762,264.0
507763,216.0
507764,180.0
507765,264.0
507766,180.0
507767,264.0
507768,144.0
507769,132.0
507770,144.0
508134,192.0
508132,2448.0
508136,96.0
508184,1006.9
508186,2413.12
508187,100.0
508176,193.0
