iddespesa,alimentacao
509710,180.0
509711,144.0
509712,168.0
509748,24.0
509752,156.0
509753,24.0
509754,24.0
509757,192.0
509758,192.0
509759,192.0
509760,192.0
509761,192.0
509763,180.0
509764,180.0
509765,180.0
509766,180.0
509767,180.0
509768,180.0
509769,180.0
509770,144.0
509771,144.0
509772,144.0
509773,144.0
509774,144.0
509775,144.0
509776,276.0
509777,276.0
509778,276.0
509779,276.0
509780,276.0
509781,276.0
509782,276.0
509783,276.0
509784,276.0
510038,1572.0
510043,1351.25
510052,12.0
510081,132.0
510083,12.0
510087,50.0
510311,180.0
510389,625.95
510403,2606.3
