iddespesa,medicos
21822,840.0
21823,525.0
21824,1032.0
21825,601.0
21826,1155.0
21835,805.0
21836,812.0
21837,1200.0
21838,1265.0
21839,570.0
21840,924.0
21851,720.0
21871,480.0
21872,1155.0
21873,1200.0
21879,990.0
21880,720.0
21881,855.0
21882,440.0
21883,630.0
21905,525.0
21906,882.0
21927,601.0
21928,1032.0
21929,1155.0
21930,525.0
21931,840.0
21932,924.0
21943,812.0
21944,1200.0
21945,570.0
21946,1265.0
21954,720.0
21965,990.0
21966,720.0
21967,440.0
21968,630.0
21969,855.0
21983,525.0
21984,882.0
21994,840.0
21996,525.0
22008,1155.0
22011,601.0
22012,1032.0
22020,1265.0
22021,570.0
22022,1040.0
22023,1200.0
22024,812.0
22025,805.0
22026,720.0
22069,550.0
22070,1155.0
22071,1200.0
22072,924.0
22074,855.0
22075,1155.0
22076,601.0
22077,525.0
22078,1032.0
22079,840.0
22080,630.0
22081,440.0
22082,812.0
22083,882.0
22084,525.0
22085,720.0
22086,570.0
22087,480.0
22088,805.0
22089,1200.0
22090,812.0
22091,1040.0
22116,720.0
22117,855.0
22118,440.0
22119,630.0
22132,882.0
22133,525.0
22156,840.0
22157,525.0
22158,1155.0
22159,1032.0
22204,805.0
22205,812.0
22206,1200.0
22207,1040.0
22208,570.0
