iddespesa,medicos
28775,670.0
28779,1220.0
28807,450.0
28788,790.0
28799,1220.0
28791,540.0
28793,610.0
28830,1220.0
28818,1050.0
28817,900.0
28827,1416.0
28824,560.0
28820,1480.0
28822,560.0
28828,670.0
28858,1480.0
28850,500.0
28854,670.0
28852,1220.0
28859,1220.0
28901,1220.0
28927,1220.0
28908,790.0
28883,1220.0
28882,472.0
28879,450.0
28886,610.0
28877,670.0
28930,810.0
28918,1220.0
28952,1220.0
28912,610.0
28910,540.0
28950,670.0
28944,560.0
28942,1480.0
28946,560.0
28949,1416.0
28939,900.0
28940,1050.0
28970,500.0
28973,670.0
28969,810.0
28977,1220.0
28972,1220.0
29002,910.0
28998,1220.0
28995,1180.0
28997,472.0
28991,670.0
29001,610.0
28993,450.0
29026,1220.0
29017,1220.0
29016,1380.0
29027,790.0
