iddespesa,alimentacao
865102,6700.0
865081,37.21
865080,70.0
865067,25.23
865066,70.0
864767,21.66
865026,1989.0
864766,80.0
864744,37.38
864743,60.0
864726,39.03
864725,50.0
864702,37.06
864701,60.0
864682,36.92
864681,70.0
864655,37.24
864654,70.0
864641,26.85
864640,60.0
864629,24.53
864991,1937.0
864628,70.0
864593,37.67
864592,50.0
864590,127.4
864587,233.2
864554,37.67
864553,70.0
864534,37.96
864533,60.0
864514,37.35
864513,80.0
864504,170.0
864927,2054.0
864866,1469.0
863974,38.98
863973,40.0
863958,37.0
863941,37.06
863940,60.0
863675,22.45
863674,80.0
863664,22.62
863663,80.0
863638,37.58
863637,70.0
863630,24.96
863629,40.0
863619,24.51
863618,50.0
863612,417.0
864451,37.56
864450,50.0
864435,26.33
864434,50.0
864423,22.27
864422,60.0
864400,38.22
864399,80.0
864108,37.56
864107,60.0
864078,40.77
864077,70.0
864055,37.61
864054,70.0
864035,36.28
864034,30.0
864024,25.64
864023,40.0
864008,26.16
864007,70.0
