idreceita,Mensalidades
2551732,172.09
2791010,195.0
2291805,91.84
2315657,127.68
2426808,103.06
2788710,135.0
2306591,173.83
2587645,62.52
2675217,76.9
2705483,76.2
2781708,96.0
2807103,322.0
2807526,177.0
2853901,145.0
2687486,72.0
2722017,72.0
2760791,130.0
2761574,177.0
2762097,177.0
2762127,177.0
2762553,354.0
2762566,100.0
2788347,177.0
2807610,72.0
2807954,72.0
2809153,145.0
2870359,157.0
2870398,177.0
2870601,96.0
2871165,123.0
2157522,180.91
2157523,179.36
2178438,70.38
2183404,344.19
2213072,292.26
2219027,133.08
2237690,161.69
2239958,113.13
2274643,420.17
2278653,192.7
2288252,178.71
2289102,178.71
2308537,159.15
2313046,155.9
2324397,91.43
2377332,179.82
2400867,93.39
2542534,73.0
2553720,176.02
2553852,176.02
2563522,182.37
2566034,85.26
2567125,82.42
2570813,150.39
2572034,289.69
2590334,186.82
2590406,67.33
2593147,135.31
2809217,87.0
2830157,177.0
2830196,177.0
2854436,177.0
2237802,172.28
2538869,94.95
2539611,73.0
2540366,73.0
2541112,176.05
2542048,176.05
2543290,73.0
2548250,193.31
2551469,172.09
2551481,93.12
2556280,88.01
2561440,83.4
2561920,79.28
2562028,83.4
2563816,186.53
2566672,95.63
2569591,247.52
2570004,190.86
2570717,463.45
2571713,158.28
2577226,148.67
2582347,273.69
2585626,105.85
2588591,213.36
2593432,212.55
2595119,93.01
2597261,150.72
2597472,272.03
2597674,93.3
2655818,71.93
2664426,180.69
2665674,87.0
2665681,420.0
2683316,73.66
2685129,102.21
2706961,162.5
2708223,192.82
2710274,72.0
2714727,176.05
2728630,73.84
2742611,387.25
2749755,93.24
2751981,73.88
2762075,73.46
2762178,147.94
2765145,177.0
2786699,73.46
2788465,72.0
2807396,195.0
2813855,83.74
2813856,83.12
2819506,86.84
2829809,138.5
2830739,72.0
2831886,98.79
2833388,96.0
2835408,195.0
2835866,72.0
2840095,144.0
2843912,127.0
2849615,169.49
2854545,72.0
2854706,74.06
2854984,195.0
2168209,137.9214
2219262,81.224
2262543,85.998
2274650,72.998
2278244,172.7285
2281218,157.9729
2384314,164.0
2427621,190.01
2536313,73.0
2546930,161.63
2547607,197.719
2572070,133.3102
2581275,86.0301
2590346,246.0501
2590466,67.3301
2606185,123.0
2608441,177.0
2608447,157.0
2644513,72.0
2646388,177.0
2646397,72.0
2667002,67.42
2686299,100.0
2686650,93.0
2686743,177.0
2687084,100.0
2687494,176.05
2687659,80.154
2687677,72.0
2687730,68.0
2688093,100.0
2688405,73.0
2689011,99.84
2693020,100.0
2693205,73.0
2693238,72.998
2693284,110.802
2693357,68.0
2693402,177.0
2698495,99.84
2698562,72.998
2698615,176.05
2698624,50.0
2698700,178.7066
2698742,73.0
2698998,177.0
2699636,177.0
2699703,73.0
2699857,73.0
2699870,72.0
2701805,72.0
2701807,185.0
2701871,145.0
2701879,176.05
2701882,105.0
2702132,73.0
2702276,442.512
2702509,354.0
2702541,73.0
2703008,284.9561
2703075,73.0
2703078,115.1664
2703260,72.0
2704594,72.0
2704661,155.66
2708288,87.0
2708324,74.664
2711938,177.0
2712052,68.0
2713409,72.998
2713868,155.66
2713872,113.0
2714772,321.0
2715503,68.0
2715738,172.088
2716303,149.02
2716556,154.85
2719084,145.0
2721241,96.0
2722629,185.0
2722688,74.52
2723719,146.0
