iddespesa,medicos
507355,1420.0
507356,1420.0
507357,800.0
507358,630.0
507359,1250.0
507361,1725.0
507362,1129.99
507365,350.0
507368,1130.0
507369,1600.0
507370,1270.0
507371,1470.0
507372,1130.0
507373,1420.0
507374,1130.0
507375,680.0
507376,1326.0
507377,730.0
507378,805.0
507379,1040.0
507380,1010.0
507381,1070.0
507382,1130.0
507383,1420.0
507384,1130.0
507385,1420.0
507386,1420.0
507387,1130.0
507388,1090.0
507389,1390.0
507390,1130.0
507425,910.0
507426,1270.0
507427,730.0
507428,1130.0
507429,1270.0
507430,860.0
507431,860.0
507432,930.0
507433,1130.0
507434,630.0
507435,1420.0
507436,800.0
507437,1130.0
507439,1130.0
507438,1250.0
507441,1129.99
507442,1420.0
507443,1420.0
507445,1130.0
507446,780.0
507449,1300.0
507501,1130.0
507502,1420.0
507503,780.0
507504,1130.0
507505,860.0
507506,730.0
507507,730.0
507508,1130.0
507514,1302.0
507515,1130.0
507518,1420.0
507519,860.0
507520,1420.0
507522,1130.0
507523,1420.0
507524,1010.0
507525,350.0
507526,1326.0
507609,880.0
507610,1090.0
507612,1390.0
507613,1240.0
507614,860.0
507615,730.0
507616,860.0
507617,1270.0
507618,1130.0
507619,930.0
507621,1270.0
507623,1130.0
507622,1240.0
507450,1130.0
507516,1130.0
507447,1130.0
507649,1130.0
507650,610.0
507652,415.0
507651,1240.0
507653,1420.0
507654,350.0
507655,1130.0
507662,1130.0
507661,1240.0
507663,1130.0
507664,1420.0
507665,1250.0
507667,1420.0
507668,1420.0
507669,1130.0
507666,1130.0
507714,1129.99
507715,1420.0
507716,1130.0
507717,800.0
507718,630.0
507719,880.0
507720,1129.99
507722,1129.99
507723,350.0
507724,680.0
507725,1326.0
507726,1420.0
507929,1200.0
507363,1130.0
507930,625.0
507931,1270.0
507932,1130.0
507934,1130.0
507933,1130.01
507936,1130.0
507937,830.0
507938,610.0
507939,610.0
507940,610.0
507942,610.0
507943,610.0
507944,610.0
507945,610.0
507946,1725.0
507947,1725.0
507948,1092.0
507949,1240.01
507950,1240.01
507951,1240.01
507960,1130.0
507959,1240.01
507961,1200.0
507962,1500.0
507963,625.0
507966,1130.0
507967,830.0
507968,930.0
507969,1600.0
507970,1130.0
507971,1130.0
507972,1129.99
507973,1130.0
507974,610.0
507975,610.0
507976,610.0
507977,610.0
507978,610.0
507979,610.0
507980,1240.01
507981,1240.01
507982,1240.01
507984,1130.0
507983,1240.01
507986,1725.0
507987,680.0
507988,1420.0
507989,1420.0
507990,1470.0
507991,1130.0
507992,1130.0
507993,1070.0
507994,1040.0
507995,805.0
507997,1130.0
507998,1270.0
507999,1500.0
508000,1270.0
508001,1725.0
508002,1200.0
508003,625.0
508004,1500.0
508035,1130.0
508036,1130.0
508037,1130.0
508038,830.0
508039,1725.0
508040,1240.01
508041,1240.01
508042,1240.01
508044,1130.0
508043,1240.01
508045,930.0
508046,1130.0
508047,1130.0
508048,1130.0
508049,780.0
508050,1040.0
508051,1600.0
508052,1470.0
508053,805.0
507721,1130.0
508055,1130.0
508056,1130.0
508057,1130.0
508058,1420.0
508061,1130.0
508062,1270.0
507391,1270.0
507611,1058.0
508081,1308.0
508082,1725.0
508083,1092.0
508084,1200.0
508085,1130.0
508086,780.0
508087,1420.0
508088,1420.0
508089,1420.0
508090,1040.0
508091,1270.0
508092,1270.0
508093,1270.0
508094,1500.0
508095,625.0
508096,1130.0
508097,1070.0
508098,1390.0
508100,1130.0
508101,1130.0
508102,880.0
508103,730.0
508104,730.0
508127,1130.0
508128,1270.0
508130,1130.0
508131,1130.0
508137,1130.0
508138,1130.0
508139,860.0
508140,1090.0
508141,1129.99
508145,1010.0
508148,610.0
508168,860.0
508171,630.0
508173,1250.0
508177,800.0
508192,1129.99
