iddespesa,medicos
35215,1123.0
35216,1000.0
35231,830.0
35232,1160.0
35233,815.0
35244,913.0
35245,1355.0
35246,1170.0
35247,1422.0
35248,1000.0
35269,810.0
35272,625.0
35273,1350.0
35274,1011.15
35275,1350.0
35276,920.0
35277,390.0
35281,810.0
35282,813.0
35283,492.0
35284,560.0
35294,1123.0
35295,1000.0
35304,830.0
35305,1040.0
35306,1160.0
35307,550.0
35308,815.0
35315,913.0
35316,1350.0
35317,1355.0
35318,1422.0
35319,1000.0
35323,390.0
35329,625.0
35330,1350.0
35331,1011.15
35332,1350.0
35333,1040.0
35334,920.0
35341,913.0
35342,810.0
35343,813.0
35344,1170.0
35345,492.0
35346,560.0
35361,1000.0
35362,1123.0
35375,815.0
35376,1160.0
35377,830.0
35385,913.0
35386,1355.0
35387,1170.0
35388,1422.0
35389,1000.0
35395,606.0
35399,810.0
35402,670.0
35407,1350.0
35408,1160.0
35409,550.0
35410,815.0
35421,1000.0
35422,1422.0
35423,1350.0
35424,1355.0
35425,1170.0
35428,1350.0
35429,810.0
35430,1170.0
35432,1011.15
35433,810.0
35441,920.0
35442,625.0
35443,390.0
35444,1350.0
35461,560.0
35462,492.0
35463,913.0
