iddespesa,alimentacao
41475,30.0
41474,29.91
41446,30.0
41420,27.85
41418,30.0
41402,29.24
41370,29.9
41354,100.0
41320,34.26
41294,30.0
41264,30.0
41224,30.0
41199,30.0
41154,30.0
41113,30.0
41087,30.0
41050,30.0
41049,29.93
41010,29.71
40955,30.0
40926,29.9
40909,2224.0
40908,1888.0
40897,4016.0
40902,30.12
40877,30.14
