iddespesa,alimentacao
878351,60.0
878352,37.29
878364,50.0
878365,38.14
878381,40.0
878382,40.11
878400,10.0
878401,38.16
878411,60.0
878412,30.68
878490,40.0
878491,29.58
878505,50.0
878506,37.87
878530,40.0
878531,36.98
878556,70.0
878557,41.09
878565,279.4
878574,4.78
878576,40.0
878577,39.01
878590,70.0
878591,37.67
878597,70.1
878603,50.0
878604,26.1
878614,60.0
878615,24.24
878620,70.0
878621,38.02
878637,60.0
878638,39.06
878656,174.9
878659,50.0
878660,37.38
878673,60.0
878674,38.16
878688,80.0
878689,36.86
878722,50.0
878723,25.93
878728,60.0
878729,26.62
878735,50.0
878736,36.66
878753,50.0
878754,37.41
878767,60.0
878768,36.77
878777,37.25
878779,70.0
878780,38.72
878791,60.0
878792,39.06
878874,174.27
878890,70.0
878891,21.29
878897,50.0
878898,25.96
878901,70.0
878902,38.48
878909,204.0
878917,60.0
878918,38.63
879057,2210.0
879178,2067.0
879359,2067.0
879450,2028.0
879540,90.0
879541,36.89
879553,40.0
879554,39.61
879561,7010.0
