iddespesa,alimentacao
509168,12.0
509184,1860.0
509187,1615.46
509188,100.0
508581,276.0
508582,276.0
508583,276.0
508584,276.0
508585,276.0
508586,276.0
508587,276.0
508588,276.0
508589,180.0
508590,192.0
508591,192.0
508592,192.0
508593,192.0
508594,192.0
508595,192.0
508596,192.0
508597,192.0
508598,192.0
508599,192.0
508600,192.0
508601,192.0
508602,168.0
508603,168.0
508604,156.0
508605,144.0
508606,144.0
508607,144.0
508608,264.0
508609,204.0
508610,300.0
508611,120.0
508612,120.0
509301,15.0
509196,905.5
509279,157.0
509280,365.25
509281,365.25
509232,2462.91
509277,276.0
