iddespesa,alimentacao
48100,60.0
48099,19.5
48090,702.0
48056,48.89
48055,73.11
48053,24.0
47999,50.0
47894,90.0
47888,232.0
47820,146.46
47819,36.0
47817,223.0
47678,198.8
47675,209.94
47670,20.0
47573,16.0
47572,10.0
47482,20.0
47453,92.76
47451,62.0
47444,62.0
47441,40.0
47433,10.0
47431,100.35
47404,10.0
