iddespesa,alimentacao
52590,32.0
52588,190.0
52573,96.0
52572,25.37
52528,267.9
52493,36.0
52492,16.0
52489,146.83
52466,116.0
52374,354.16
52377,60.0
52322,203.89
52314,91.02
52311,12.0
52251,48.94
52246,417.6
52179,60.0
52160,197.27
52157,29.0
52048,60.0
52030,90.0
52012,139.52
52003,16.0
51976,12.0
51974,36.0
51924,24.0
51884,50.0
