iddespesa,medicos
499273,1130.0
499508,1130.0
499288,860.0
499544,860.0
499272,1420.0
499507,1420.0
499271,1130.0
499506,1130.0
499786,1420.0
499787,1420.0
499282,860.0
499538,860.0
499270,1240.01
499297,1240.01
499299,1130.0
499322,1420.0
499582,1420.0
499337,1420.0
499395,1420.0
499597,1420.0
499689,1420.0
499280,1130.0
499334,630.0
499536,1130.0
499594,630.0
499285,610.0
499324,610.0
499352,610.0
499384,610.0
499450,610.0
499497,610.0
499541,610.0
499584,610.0
499649,610.0
499462,1130.0
499600,1130.0
499381,350.0
499675,350.0
499398,1326.0
499692,1326.05
499394,1420.0
499688,1420.0
499460,1070.0
499452,1040.0
499457,650.0
499382,1600.0
499388,680.0
499379,1470.0
499383,830.0
499391,1130.0
499355,1175.0
499495,1090.0
499393,1130.0
499459,1010.0
499496,1390.0
499448,1420.0
499447,805.0
499504,1040.0
499493,880.0
499671,1130.0
499791,1130.0
499759,1010.0
499463,1420.0
499828,1130.0
499813,1130.0
499815,860.0
499821,860.0
499867,1420.0
499882,1420.0
499886,1130.0
499870,800.0
499910,1175.0
499879,630.0
499957,1130.0
500011,1130.0
499958,1326.05
499954,1420.0
500054,880.0
500055,1420.0
500056,1130.0
500008,1010.0
499997,1420.0
499955,1420.0
499941,350.0
500039,1420.0
500030,880.0
500078,860.0
500070,1130.0
500124,1420.0
500112,800.0
500114,1250.0
499283,930.0
499330,1200.0
499300,830.0
499328,1725.0
499353,1092.0
499327,1250.0
499290,1270.0
499287,1500.0
499326,1130.0
499359,1130.0
499397,1130.0
499295,1130.0
499333,1130.0
499363,1130.0
499377,1130.0
499362,1130.0
499286,730.0
499451,730.0
499542,730.0
499338,1130.01
499339,1130.0
499375,1130.0
499325,800.0
499358,780.0
499351,1270.0
499396,1240.01
499461,1240.01
499553,1240.01
499555,1130.0
499498,1725.0
499588,1725.0
499650,1092.0
499539,930.0
499590,1200.0
499587,1250.0
499601,1130.0
499659,1130.0
499543,1500.0
499586,1130.0
499546,1270.0
499593,1130.0
499654,780.0
499556,1130.0
499585,800.0
499668,1130.0
499540,1270.0
499664,1420.0
499551,1130.0
499677,830.0
499761,1240.0
499830,1240.0
499832,1130.0
500164,1725.0
499873,1725.0
499907,1092.0
499676,1600.0
499685,1130.0
499682,680.0
499678,610.0
499750,610.0
499818,610.0
499869,610.0
499906,610.0
500165,610.0
499687,1130.0
499673,1470.0
499764,1130.0
500166,1130.0
499752,1040.0
499748,805.0
499757,650.0
499751,730.0
499819,730.0
499760,1070.0
499762,1130.0
499816,930.0
499875,1200.0
500032,1090.0
500167,1240.0
500168,1420.0
499690,1240.0
500169,1130.0
499655,1129.99
499658,1130.0
499648,1270.0
499763,1420.0
500340,1170.0
500341,1420.0
499915,1420.0
499872,1250.0
499918,1130.0
499823,1270.0
499817,1270.0
499820,1500.0
499871,1130.0
500342,1390.0
499916,500.0
499878,1130.0
499908,1275.0
499919,1130.0
499930,1420.0
499936,1130.0
499934,1130.0
499885,1130.0
499917,1130.0
499943,830.0
499942,1600.0
500001,1040.0
499951,1130.0
499948,680.0
500013,1130.0
500044,1130.0
500010,1240.01
500041,1240.01
500087,1240.01
499996,805.0
499953,1130.0
499944,610.0
499999,610.0
500033,610.0
500075,610.0
500147,610.0
500343,650.0
500344,610.0
500034,1725.0
500115,1725.0
500148,1092.0
500000,730.0
500076,730.0
500246,730.0
499939,1470.0
500073,930.0
500012,1420.0
500043,1420.0
500156,1420.0
500117,1200.0
500085,1130.0
500153,780.0
500009,1070.0
500127,1129.99
500129,1130.0
500313,1090.0
500080,1270.0
500074,1270.0
500120,1130.0
500077,1500.0
500113,1130.0
500089,1130.0
500154,1129.99
500159,1130.0
500192,1130.0
500128,1420.0
500185,1420.0
500160,1130.0
500149,1275.0
500197,1600.0
500347,1129.99
500211,1240.01
500256,1240.01
500322,1240.01
500203,680.0
500253,1130.0
500259,1130.0
500315,1725.0
500198,830.0
500194,1470.0
500242,805.0
500255,1070.0
500258,1420.0
500324,1420.0
500349,1090.0
500247,1040.0
500252,650.0
500208,1130.0
500350,1130.0
500363,1130.0
500366,1130.0
499284,1270.0
500372,1170.0
500373,320.0
500381,1130.0
500387,1130.0
500392,1130.0
500393,1270.0
500394,1270.0
500382,1725.0
500395,1130.0
500396,1240.0
500213,1326.0
500257,1130.0
500196,350.0
500072,860.0
500121,630.0
500210,1420.0
500209,1420.0
500320,1420.0
500254,1010.0
500243,1420.0
500199,610.0
500245,610.0
500042,1130.0
500323,1130.0
500311,880.0
500314,610.0
500405,132.0
500408,1170.0
500388,1420.0
500389,1130.01
500390,1130.0
500379,1420.0
