iddespesa,medicos
777009,1350.0
777067,1070.0
777069,1875.0
777070,1320.0
777072,1353.0
777074,738.0
777077,1177.0
777078,1353.0
777080,307.0
777081,606.0
777083,1070.0
777084,1155.0
777085,1353.0
777086,1062.0
777088,900.0
777089,1040.0
777091,1070.0
777092,1070.0
777128,1470.0
777129,606.0
777130,755.0
777131,696.0
777132,1485.0
777133,1391.0
777134,1215.0
777135,1276.0
777137,1070.0
777138,2140.0
777139,1870.0
777140,1070.0
777203,770.0
777204,1010.0
777205,606.0
777207,840.0
777208,672.0
777209,1070.0
777213,1070.0
777214,1070.0
777293,1040.0
777294,330.0
777295,606.0
777296,1670.0
777297,1070.0
777298,1070.0
777299,1276.0
777300,590.0
777303,805.0
777304,1430.0
777307,480.0
777308,1320.0
777438,1275.0
777439,1070.0
777440,385.2
777441,795.0
777442,330.0
777443,1350.0
777444,1420.0
777445,1070.0
777446,660.0
777448,1295.0
777449,1080.0
777453,1070.0
777610,1020.0
777611,1040.0
777612,1310.0
777613,1136.0
777614,840.0
777615,560.0
777616,1070.0
777617,830.0
777619,1070.0
777626,650.0
777628,1320.0
777668,1050.0
777669,1353.0
777670,680.0
777671,1070.0
777672,1010.0
777674,1230.0
777677,680.0
777678,660.0
777688,1589.0
777689,1177.0
777690,1353.0
777692,307.0
777693,606.0
777694,1350.0
777695,696.0
777696,1070.0
777697,1155.0
777698,738.0
777699,1062.0
777700,660.0
777702,1070.0
777703,900.0
777704,1040.0
777709,1070.0
777905,1470.0
777906,606.0
777907,755.0
777908,1120.0
777909,696.0
777910,1485.0
777911,1391.0
777912,1215.0
777913,1276.0
777915,1070.0
777916,2140.0
777917,1870.0
777918,1070.0
778056,770.0
778057,1350.0
778058,1010.0
778059,606.0
778060,1961.68
778061,1483.0
778062,840.0
778063,672.0
778064,1265.0
778065,1324.0
778066,1070.0
778070,1070.0
778218,1040.0
778219,330.0
778220,606.0
778221,1670.0
778222,1265.0
778223,1070.0
778224,1070.0
778225,1276.0
778227,590.0
778228,1430.0
778231,480.0
778232,1320.0
778368,1275.0
778369,1070.0
778370,642.0
778371,795.0
778372,1350.0
778373,330.0
778374,1125.0
778375,1350.0
778376,1420.0
778377,1070.0
778378,660.0
778380,1116.0
778381,1295.0
778382,1080.0
778384,1070.0
778388,940.8
778389,1070.0
778495,1320.0
778496,1320.0
778497,1070.01
778557,1020.0
778558,1040.0
778559,1310.0
778560,540.0
778561,1136.0
778562,840.0
778563,560.0
778564,1070.0
778565,830.0
778567,738.0
778568,1070.0
778571,1070.0
778574,1125.0
778612,1070.0
778613,1000.0
778614,1010.0
778616,738.0
778617,1070.0
778619,1360.0
778620,1130.0
778626,1589.0
778627,369.0
778628,307.0
778629,606.0
778630,1350.0
778631,696.0
778632,1070.0
778633,1155.0
778634,1353.0
778635,1062.0
778637,1070.0
778638,900.0
778639,1040.0
778642,650.0
778644,1070.0
778645,600.0
778646,1070.0
778778,1400.0
778779,606.0
778780,755.0
778781,696.0
778782,1485.0
778783,1251.9
778784,1215.0
778785,1276.0
778787,1070.0
778789,1080.0
778790,1870.0
778791,1070.0
778794,2140.0
778857,770.0
778858,1350.0
778859,1010.0
778860,606.0
778861,2140.0
778862,1483.0
778863,840.0
778864,672.0
778865,1265.0
778866,1324.0
778867,1070.0
778871,1070.0
778959,1070.0
778974,1070.0
779048,1040.0
779049,330.0
779050,606.0
779051,1670.0
779052,1265.0
779053,1070.0
779054,1070.0
779055,1276.0
779056,590.0
779058,1070.0
779059,805.0
779060,520.0
779061,1080.0
779064,480.0
779065,1320.0
779093,770.0
779103,770.0
779110,1212.0
779111,1212.01
779160,1275.0
779161,1070.0
779162,1070.0
779163,1230.0
779166,1070.0
779188,1020.0
779189,1040.0
779190,1310.0
779191,540.0
779192,1136.0
779193,840.0
779194,560.0
779195,830.0
779198,1070.0
779199,1070.0
779202,1125.0
779228,1050.0
779229,1353.0
779230,680.0
779231,1070.0
779232,1010.0
779235,1070.0
779237,660.0
779245,1510.0
779246,1177.0
779247,1353.0
779248,307.0
779249,606.0
779250,1350.0
779251,696.0
779252,1070.0
779253,1155.0
779254,738.0
779255,660.0
779257,1070.0
779258,900.0
779259,1040.0
779262,650.0
779391,1400.0
779392,606.0
779393,755.0
779394,1120.0
779395,696.0
779396,1485.0
779397,1391.0
779398,1215.0
779399,1276.0
779401,1070.0
779403,1870.0
779404,1070.0
779407,2140.0
779427,770.0
779470,1070.0
779479,1160.0
779480,770.0
779481,1350.0
779482,1010.0
779483,606.0
779484,2140.0
779485,1483.0
779486,840.0
779487,672.0
779488,1265.0
779489,1260.0
779490,1070.0
779494,1070.0
779545,1040.0
779546,1670.0
779547,1440.0
779548,1265.0
779549,1070.0
779550,1070.0
779551,1276.0
779553,1070.0
779554,805.0
779555,1430.0
779558,1320.0
779639,1275.0
779640,1070.0
779641,642.0
779642,795.0
779643,1350.0
779644,330.0
779645,1125.0
779646,1350.0
779647,1420.0
779648,1070.0
779650,1116.0
779652,1080.0
779653,1070.0
779656,940.8
779657,1070.0
779699,250.0
779700,738.0
779701,1320.0
779708,1600.0
779709,2000.0
779711,1070.0
779727,345.0
779728,770.0
779729,1070.0
779749,1070.0
779767,1020.0
779768,1040.0
779769,1310.0
779771,840.0
779772,830.0
779774,1070.0
779775,1070.0
779794,580.0
779800,280.0
779820,20.0
779821,1070.0
779828,738.01
779829,1305.0
779840,1070.0
779845,307.0
779846,606.0
779847,1350.0
779849,1155.0
779851,1062.0
779853,1070.0
779854,900.0
779857,650.0
779858,600.0
779893,1210.0
779909,1150.0
779912,770.0
779920,1070.0
779921,1305.0
779923,1320.0
779925,1070.0
779932,580.0
779981,805.0
779982,1150.0
779987,1070.0
780001,1470.0
780002,606.0
780004,696.0
780007,1215.0
780008,1276.0
780010,1070.0
780012,1870.0
780013,1070.0
780016,2140.0
780044,1305.0
780048,660.0
780049,534.0
780114,1070.0
780127,1391.0
