iddespesa,alimentacao
882854,7250.0
882852,221.0
882711,2028.0
882844,38.72
882843,70.0
882832,37.53
882831,50.0
882828,174.9
882827,19.99
882819,36.77
882818,90.0
882062,33.99
882061,70.0
882055,38.34
882054,90.0
882050,27.12
882043,18.36
882593,1807.0
882042,70.0
882037,40.8
882036,50.0
882030,37.32
882029,80.0
882012,38.31
882011,60.0
882008,23.9
881998,44.23
881997,80.0
881988,38.4
881987,40.0
881985,30.1
881984,50.0
881975,20.65
882463,1950.0
881974,60.0
881969,48.55
881967,204.0
881963,37.76
881962,90.0
881953,43.34
881952,60.0
881941,37.85
881940,90.0
881928,39.03
881927,60.0
881925,2874.18
881913,40.98
881912,60.0
881907,24.04
881906,40.0
881872,23.29
882344,2093.0
881871,80.0
881851,38.86
881850,50.0
881847,94.6
881838,39.09
881837,80.0
881820,38.63
881819,70.0
881804,37.27
881803,60.0
881706,37.27
881705,50.0
881702,22.24
881701,70.0
881682,26.45
882114,1976.0
881681,70.0
881664,37.79
881663,80.0
882356,126.28
882355,53.4
