iddespesa,medicos
27737,0.01
27982,1220.0
27984,950.0
27985,1100.0
27986,1100.0
27987,1100.0
27988,1100.0
27989,1100.0
28010,1100.0
28011,950.0
28012,1100.0
28048,700.0
28053,1100.0
28054,1100.0
28055,1470.0
28091,1500.0
28092,1190.0
28189,1100.0
28190,1100.0
28191,1470.0
28192,1100.0
28207,720.0
28208,1100.0
28209,1500.0
28241,1100.0
28249,1220.0
28395,1470.0
28396,1100.0
28397,1100.0
28398,700.0
28473,625.0
28474,1130.0
28475,1130.0
28476,625.0
28477,1130.0
28478,1130.0
28479,625.0
28480,1130.0
28481,1130.0
28482,625.0
28483,950.0
28493,720.0
28494,1500.0
28495,1100.0
28500,950.0
28501,1190.0
28503,1100.0
28504,1100.0
28533,1220.0
28534,950.0
28535,950.0
28536,720.0
28537,1190.0
28539,1500.0
28540,1065.0
28541,700.0
28542,950.0
28543,950.0
28544,1100.0
28545,1100.0
28546,1100.0
28547,1100.0
28548,1100.0
28549,1100.0
28574,1220.0
28585,1130.0
28602,1100.0
28608,1170.0
28609,1100.0
