iddespesa,alimentacao
825746,6490.0
825736,34.49
825735,70.0
825728,153.0
825726,34.9
825725,40.0
825723,24.87
825722,20.0
825719,24.87
825718,60.0
825707,35.42
825680,2067.0
825706,50.0
825288,73.0
825282,38.13
825281,60.0
825278,90.0
825273,35.12
825272,40.0
825269,25.17
825268,60.0
825257,35.33
825256,70.0
825252,24.68
825251,70.0
825247,23.4
825645,2366.0
825246,50.0
825213,35.96
825212,40.0
825202,36.04
825201,50.0
825200,60.0
825033,36.78
825032,60.0
825022,187.0
825019,35.74
825018,50.0
824981,34.17
824978,50.0
824976,25.17
824975,50.0
824970,22.83
825582,2106.0
824969,70.0
824938,35.71
824937,50.0
824929,14.0
824918,35.83
824917,60.0
824902,34.36
824901,50.0
824892,36.8
824891,60.0
824510,35.55
824509,50.0
824506,25.0
824505,50.0
824502,25.39
824501,60.0
824494,2418.0
824482,34.11
824472,50.0
824469,157.6
824342,35.23
824341,60.0
824336,242.0
824321,102.0
824314,35.14
824313,50.0
824312,44.2
824310,5028.64
824299,34.55
824298,60.0
824086,34.41
824085,60.0
824082,25.25
824081,30.0
824077,17.98
