iddespesa,medicos
47711,470.0
48109,470.0
48443,1060.0
48445,560.0
48446,1070.0
48447,2140.0
48450,1070.0
48453,900.0
48455,1200.0
48461,1200.0
48462,905.0
48465,1070.0
48467,1177.0
48469,1070.0
48471,1070.0
48473,1390.0
48474,1390.0
48476,1200.0
48502,1200.0
48505,1390.0
48512,1100.0
48513,1100.0
48524,1270.0
48526,1100.0
48528,1100.0
48529,525.0
48530,470.0
48531,1540.0
48533,1070.0
48536,1070.0
48538,1070.0
48539,1070.0
48543,1200.0
48555,1200.0
48559,2140.0
48561,350.0
48565,1390.0
48566,1080.0
48567,1070.0
48591,1270.0
48593,1070.0
48594,1070.0
48600,1070.0
48601,1060.0
48603,560.0
48609,1070.0
48612,900.0
48614,1200.0
48630,1200.0
48631,905.0
48633,1016.0
48634,1070.0
48636,1177.0
48638,1070.0
48640,1070.0
48642,1390.0
48643,1390.0
48645,1200.0
48674,1200.0
48680,1100.0
48683,1100.0
48688,1100.0
48690,1500.0
48691,1100.0
48706,590.0
48707,1200.0
48711,2140.0
48713,350.0
48717,1390.0
48718,1080.0
48719,1070.0
48743,1270.0
48745,590.0
48748,1470.0
48750,810.0
48751,1070.0
48752,1070.0
48757,1390.0
48758,1070.0
48759,660.0
48760,800.0
48772,1070.0
48773,1060.0
48775,560.0
48777,2140.0
48781,1070.0
48784,900.0
48786,1200.0
48788,1180.0
48799,1200.0
48800,905.0
48802,1016.0
48803,1070.0
48805,1177.0
48807,1070.0
48809,1070.0
48811,1390.0
48812,1390.0
48813,1200.0
48854,1070.0
48855,1100.0
48858,1100.0
48881,1300.0
48883,1100.0
48887,525.0
48888,470.0
48889,1540.0
48891,1070.0
48894,1070.0
48896,1070.0
48897,1070.0
48901,1200.0
48916,590.0
48917,1200.0
48921,2140.0
48923,350.0
48927,1390.0
48928,1080.0
48929,1070.0
49046,1270.0
49048,750.0
49049,590.0
49052,810.0
49053,1070.0
49054,1070.0
49059,1390.0
49060,1070.0
49061,660.0
49062,800.0
49077,1060.0
49079,1016.0
49081,2140.0
49084,1070.0
49087,900.0
49089,1200.0
49091,1180.0
49099,1100.0
49103,1200.0
49104,905.0
49106,1070.0
49108,1177.0
49110,1070.0
49112,1070.0
49114,1390.0
49115,1390.0
49116,1200.0
49141,1300.0
49145,1100.0
49153,1100.0
49155,1100.0
49157,525.0
49158,470.0
49159,1540.0
49161,1070.0
49164,1070.0
49166,1070.0
49167,1070.0
49170,840.0
49172,1200.0
49194,590.0
49195,1200.0
49199,2140.0
49201,350.0
49205,1390.0
49206,1080.0
49207,1070.0
49226,1016.0
49229,1270.0
49231,750.0
49232,590.0
49235,1470.0
49237,810.0
49239,1070.0
49244,1390.0
49245,1070.0
49246,800.0
49253,1123.5
49256,2400.0
49259,1070.0
49260,1540.0
49261,1070.0
49262,525.0
49263,1070.0
49265,1070.0
49266,840.0
49269,1123.5
49270,470.0
49274,1200.0
49275,1100.0
49282,1123.5
49283,1100.0
49286,1123.5
49391,1070.0
49392,1060.0
49394,560.0
49395,1016.0
49396,1070.0
49397,2140.0
49399,1180.0
49402,1070.0
49405,900.0
49406,660.0
49410,1270.0
49424,1069.99
49427,1300.0
49428,1300.0
49458,1200.0
49459,905.0
49461,1070.0
49463,1177.0
49465,1070.0
49467,1070.0
49469,1390.0
49470,1390.0
49471,1200.0
49499,1100.0
49500,1100.0
49501,1070.0
