iddespesa,alimentacao
34622,1152.0
34621,30.04
34571,104.56
34558,29.92
34557,29.97
34556,29.3
34555,29.86
34553,29.84
34552,30.0
34423,29.89
34550,29.99
34549,28.24
34548,29.73
34547,30.0
34546,29.6
34551,29.84
34545,29.23
34544,29.71
34543,30.0
34542,30.0
34541,29.91
34424,29.82
34169,29.82
34143,2562.5
34141,4432.0
34131,29.95
34132,27.9
34137,63.6
34102,29.72
