iddespesa,alimentacao
501749,50.0
501750,856.01
501763,753.0
501705,144.0
501706,144.0
501707,204.0
501708,204.0
501709,156.0
501710,276.0
501711,180.0
501712,180.0
501713,180.0
501714,144.0
501715,264.0
501716,276.0
501717,276.0
501718,276.0
501719,132.0
501720,180.0
501721,144.0
501722,180.0
501723,144.0
501724,180.0
501725,252.0
501726,144.0
501727,180.0
501728,180.0
501729,180.0
501730,264.0
501731,144.0
501732,240.0
501733,276.0
501734,276.0
501735,276.0
501736,276.0
501737,276.0
501738,84.0
501811,20.0
501804,97.21
501806,48.0
501798,2345.28
501815,60.0
501816,60.0
501668,2604.0
