iddespesa,alimentacao
73575,1937.54
73570,444.0
73554,2241.97
73553,84.0
73552,24.0
73551,192.0
73550,180.0
73549,180.0
73548,180.0
73547,96.0
73546,96.0
73545,50.0
73544,40.0
73543,70.0
73542,30.0
73541,20.0
73425,556.8
73421,7590.0
73422,1193.0
73411,598.8
73413,7845.0
