iddespesa,alimentacao
475126,80.77
475127,59.32
475128,109.22
475256,80.72
475257,58.82
475246,12.0
475248,12.0
475249,15.0
475250,120.0
475252,72.0
475116,12.0
475117,12.0
475118,12.0
475119,72.0
475120,48.0
475121,108.0
475122,15.0
475405,56.79
475406,80.46
475407,80.49
475396,12.0
475397,12.0
475398,12.0
475399,24.0
475400,96.0
475402,84.0
475332,180.0
475333,180.0
475334,180.0
475335,48.0
475336,60.0
475337,60.0
475338,180.0
475339,264.0
475340,36.0
475341,180.0
475342,180.0
475343,276.0
475344,180.0
475345,180.0
475346,180.0
475347,180.0
475348,204.0
475349,264.0
475350,252.0
475351,180.0
475352,264.0
475353,180.0
475354,180.0
475355,180.0
475356,180.0
475357,264.0
475358,180.0
475359,264.0
475360,264.0
475361,264.0
475362,264.0
475363,264.0
475364,264.0
475439,264.0
475499,12.0
475500,80.32
475706,12.0
475708,12.0
475709,120.0
475710,108.0
475711,120.0
475713,40.0
475720,108.68
475721,79.77
475722,10.0
475733,11.99
476337,60.0
476338,120.0
476339,12.0
476340,79.24
476404,108.0
476405,79.66
476406,38.33
476407,54.99
476409,96.0
476396,12.0
476389,69.47
476390,104.83
476277,59.32
476278,57.37
476279,80.42
476280,78.81
476281,18.5
476282,18.5
476283,139.8
476265,12.0
476266,12.0
476267,12.0
476268,12.0
476269,72.0
476270,24.0
476271,96.0
476571,61.18
476569,12.0
476069,79.54
476070,10.0
476063,120.0
476064,12.0
476065,96.0
476066,120.0
475955,12.0
475956,12.0
475957,12.0
475958,12.0
475960,12.0
475962,12.0
475963,84.0
475964,24.0
475965,108.0
475966,36.0
475967,120.0
475968,58.98
475970,55.7
475971,80.37
475972,56.06
475973,79.51
475974,114.28
476668,12.0
476669,12.0
476671,105.0
476656,12.0
476657,79.78
476658,56.04
476659,79.79
476660,33.0
476661,60.0
476662,24.0
476663,12.0
476664,84.0
476665,80.66
476666,84.0
476680,12.0
