iddespesa,medicos
42880,1290.0
42892,830.0
42893,1290.0
42896,1290.0
42897,1518.0
42900,480.0
42902,910.0
42903,1290.0
42908,840.0
42909,480.0
43226,750.0
43235,480.0
43246,1290.0
43247,750.0
43257,480.0
43268,750.0
43378,860.0
43390,480.0
43391,480.0
43393,910.0
43394,1290.0
43395,654.0
43396,1290.0
43397,1008.0
43398,830.0
43400,650.0
43401,1290.0
43402,710.0
43404,1570.0
43405,545.0
43406,590.0
43407,590.0
43408,1460.0
43409,1062.0
43410,1290.0
43411,1290.0
43413,600.0
43414,1290.0
43415,530.0
43418,710.0
43419,480.0
43420,1290.0
43421,840.0
43422,910.0
43423,1375.0
43424,654.0
43425,1290.0
43426,1290.0
43427,860.0
43428,830.0
43429,650.0
43431,1570.0
43432,710.0
43433,590.0
43434,545.0
43435,590.0
43437,1290.0
43438,1062.0
43439,1460.0
43441,530.0
43444,1570.0
43445,600.0
43446,710.0
43447,1290.0
43451,1290.0
43452,1008.0
43453,480.0
43454,1290.0
43455,840.0
43456,1375.0
43457,910.0
43458,1290.0
43459,654.0
43460,860.0
43461,1290.0
43463,830.0
43465,650.0
43466,1290.0
43469,710.0
43470,1570.0
43471,545.0
43472,590.0
43473,590.0
43474,1290.0
43475,1062.0
43476,1460.0
43478,530.0
43480,1290.0
43481,600.0
43482,710.0
43483,1375.0
43484,1290.0
43491,1290.0
43494,830.0
43497,654.0
43525,1290.0
43526,1290.0
43527,860.0
43528,830.0
43529,1290.0
43536,750.0
43540,650.0
