idreceita,Mensalidades
436941,79.0
436806,125.0
434589,228.82
465386,203.1
466065,541.55
468854,172.77
435488,457.4
477148,86.0
456850,139.33
477345,240.15
477348,239.0
477350,239.0
477353,255.03
477356,229.93
424964,94.84
456500,243.86
456470,217.54
477357,137.0
477368,225.0
477381,238.24
477369,136.0
460529,235.0
477407,253.0602
477409,225.9501
477383,136.0
426780,98.77
434252,95.85
477411,239.0
477412,229.9302
477417,201.2002
467954,84.46
468004,218.72
474102,193.15
477396,92.0
460639,135.74
477432,86.0
459029,99.78
474342,91.15
458319,479.69
463817,273.06
477476,157.0765
434094,215.0
434851,121.5
435239,419.94
435492,230.38
436842,253.31
436841,93.52
437427,0.01
472542,240.15
474242,146.83
464357,111.9
473302,0.01
434296,391.19
434502,225.0
434262,120.0
434743,241.93
435380,540.0
435785,130.0
435752,73.77
436182,85.0
436932,130.0
436893,249.47
436933,85.0
436895,132.91
436912,79.0
436915,110.0
436931,110.0
436940,140.0
437253,117.0
437291,92.0
437281,189.0
436726,124.63
470344,225.0
464726,143.84
474432,139.33
461179,89.58
461249,85.0
474482,92.06
463447,79.0
470694,93.52
473392,92.06
460799,235.0
460819,92.0
456200,129.0
473222,106.26
474222,113.44
473132,137.81
459629,117.0
470814,91.15
464816,85.0
456220,117.95
470884,96.92
436789,148.03
456440,478.0
434096,95.15
477479,253.06
477480,203.07
477481,207.4093
477482,172.0
474402,241.93
477483,172.0
462059,225.95
436847,92.06
437113,165.0
434422,232.2
463178,126.0
463637,152.36
466485,240.15
468514,242.554
468734,225.0
473702,568.37
477600,562.46
470944,257.8
477604,166.32
477607,236.9602
477609,228.65
477611,225.63
477506,97.0
477626,212.7202
472642,543.97
434510,59.0
434512,69.0
434501,65.0
466345,270.0
436818,273.06
435827,148.47
477628,110.38
468674,289.69
456800,236.96
434194,140.86
434624,455.85
435077,234.44
436866,334.79
465256,466.26
473303,0.01
472622,88.97
458839,108.74
473542,127.82
469704,253.31
474612,218.72
474592,128.83
436913,165.04
437336,142.04
437143,321.82
465615,262.2
472582,119.03
463068,130.0
465186,190.51
470164,127.64
463827,96.9
456600,95.78
462479,117.95
460239,156.0
464267,138.67
461669,377.0
467614,179.0
474382,129.0
460109,119.0
465066,270.0
463667,94.23
464207,192.78
458089,92.0
473822,96.9
474652,225.0
464377,102.69
456360,241.17
474232,84.46
456460,241.93
459579,189.0
472682,270.0
462199,89.58
467184,127.95
473332,97.68
468764,92.06
461929,84.46
458109,198.13
464836,168.92
466615,91.15
467624,85.0
456860,335.0
466495,80.46
460099,85.0
477351,583.62
436844,92.06
436910,84.46
477631,441.65
434099,176.8507
477632,230.59
477633,219.7536
477636,97.8873
477637,231.89
477638,207.4372
477639,217.54
477640,261.93
477642,196.59
434794,259.82
437229,97.0
477643,206.34
477613,92.0
462079,123.34
436888,105.0
470424,69.0
477644,286.0
425787,254.457
461259,195.02
463378,99.19
477656,92.0
477667,238.588
425209,98.83
434451,97.94
477672,120.0
477673,289.69
473992,262.2
425260,125.0
460989,225.0
434648,245.0
467314,298.73
456030,286.0
472822,219.79
461829,119.0
457240,240.15
435969,95.15
435256,501.71
456060,170.0
434267,591.63
426281,271.46
435452,269.02
426673,308.44
435819,305.66
477766,249.3956
437344,97.0
436877,115.0
458829,262.2
468824,116.97
477767,448.68
463687,506.11
477770,222.34
289842,153.28
477774,177.8
477775,245.22
477776,235.16
477777,97.77
436029,99.19
477779,270.0
477780,216.8801
436864,96.81
470404,236.96
474982,240.15
466475,93.52
461269,165.72
470984,253.31
464607,104.86
464756,240.1
460779,88.97
468394,222.52
