iddespesa,medicos
6655,1177.0
6659,990.0
6670,508.0
6671,513.6
6673,88.0
6680,965.0
6681,695.5
6682,385.2
6684,508.25
6695,700.0
6703,561.75
6708,706.2
6712,1700.0
6722,706.2
6723,1177.0
6727,990.0
6737,508.0
6738,513.6
6744,965.0
6745,695.5
6746,385.2
6748,508.25
6749,560.0
6761,561.75
6766,706.2
6767,44.0
6768,1177.0
6772,990.0
6779,508.0
6780,513.6
6782,700.0
6787,965.0
6788,695.5
6789,385.2
6791,508.25
6799,561.75
6807,1177.0
6810,990.0
6834,508.0
6835,513.6
6839,1350.0
6840,1350.0
6847,706.2
6863,965.0
6864,695.5
6865,385.2
6866,508.25
6867,560.0
6876,1350.0
6887,561.75
6892,706.2
6893,1177.0
6903,508.0
6911,695.5
