iddespesa,medicos
755641,600.0
755640,920.0
755678,660.0
755639,1070.0
755638,1070.0
755680,560.0
755679,642.0
756448,1275.0
756450,1070.0
755704,730.0
755698,830.0
755697,1040.0
755696,1310.0
755702,840.0
755705,1020.0
755701,1070.0
755700,1070.0
755711,675.0
755712,770.0
755714,1070.0
755719,738.0
755721,680.0
755718,1000.0
755716,1070.0
755717,1070.0
755722,1353.0
755726,696.0
755773,307.0
755739,840.0
755805,732.0
755729,1062.0
756458,900.0
755727,920.0
755736,1040.0
755848,530.0
756461,1070.0
755737,1070.0
755738,1070.0
755852,770.0
755800,1210.0
756463,1177.0
755865,590.0
756467,1215.0
755870,1120.0
755861,1391.0
755860,1276.0
755863,1070.0
755864,1070.0
755983,1040.0
755993,1070.0
756035,840.0
756469,672.0
756014,1265.0
756004,892.0
756010,1483.0
756159,770.0
756472,805.0
756190,1265.0
756194,1100.0
756188,1404.0
756186,802.5
756229,1430.0
756289,805.0
756449,660.0
756380,1070.0
756378,1070.0
756478,642.0
756377,1275.0
756496,1070.0
756513,730.0
756515,830.0
757738,1040.0
757739,1310.0
756509,840.0
756502,1170.0
756535,560.0
756508,1020.0
756506,1070.0
756505,1070.0
756539,675.0
757740,160.0
757741,770.0
757742,1070.0
756575,660.0
756586,680.0
756574,1050.0
756585,1040.0
756573,1010.0
756581,1070.0
756572,1070.0
756640,307.0
756648,660.0
756598,696.0
756625,840.0
756597,920.0
757743,900.0
757744,1062.0
756635,1040.0
756657,732.0
756604,1070.0
756596,1070.0
756742,606.0
756755,1177.0
757745,590.0
757746,1215.0
757747,1391.0
756800,1276.0
756827,1070.0
756811,1070.0
757748,1070.0
756979,900.0
757749,672.0
756981,892.0
756986,1265.0
756982,1483.0
757036,840.0
757750,770.0
757099,805.0
756985,2140.0
757159,1265.0
757169,825.0
757152,1070.0
757161,1430.0
757202,805.0
757887,600.0
757214,920.0
757291,660.0
757225,1070.0
757888,1212.0
757889,1212.0
757890,642.0
757219,1275.0
757316,1070.0
757381,760.0
757370,830.0
757893,1040.0
757364,1310.0
757372,840.0
757405,560.0
757367,1020.0
757894,1070.0
757371,1070.0
757407,675.0
757895,770.0
757408,1070.0
757412,738.0
757411,680.0
757896,1000.0
757410,1010.0
757413,1070.0
757425,1070.0
756725,1100.0
757443,696.0
757519,732.0
757439,1062.0
757454,1070.0
757545,770.0
757703,1040.0
757671,1870.0
757810,672.0
757786,1483.0
757874,1404.0
757900,1210.0
757960,1070.0
758393,1040.0
755255,1350.0
755644,1350.0
752903,1118.0
753988,1118.0
754591,931.68
755135,1118.0
755636,1350.0
755645,1070.0
755023,1589.0
755260,1324.0
755650,1295.0
755643,1125.0
755836,750.0
758445,1155.0
758448,1070.0
758452,1353.0
755849,567.0
755858,755.0
752430,1074.0
753056,1074.0
754075,1074.0
754705,1074.0
755254,1074.0
755648,1420.0
755706,1136.0
755855,1400.0
755856,1890.0
756012,1070.0
756018,2140.0
755997,1160.0
758462,1010.0
755862,2091.0
756148,590.0
758463,840.0
756290,1070.0
756185,2250.0
758466,1070.0
756288,330.0
756481,330.0
756193,1670.0
756197,980.84
756187,1276.0
758470,1440.0
756368,1070.0
756373,1080.0
756013,1350.0
756363,1350.0
755735,1589.0
756016,1324.0
756395,1295.0
756381,1420.0
758503,1136.0
756702,750.0
756634,1060.0
756647,1155.0
756345,1350.0
756807,1890.0
756589,1150.0
758512,755.0
756802,696.0
758525,1400.0
756587,1353.0
756602,1976.0
758527,2091.0
756592,1070.0
756967,1160.0
758530,1070.0
757003,1010.0
758533,590.0
757137,1800.0
757203,1070.0
757146,1440.0
757154,1070.0
757151,1276.0
758563,1670.0
757201,330.0
757306,330.0
757156,1070.0
757235,1420.0
757380,1136.0
758568,1080.0
757005,1350.0
757226,1350.0
756992,1324.0
757222,1295.0
757215,1125.0
757212,1350.0
757227,1070.0
757236,1070.0
758576,900.0
758579,750.0
757437,920.0
757452,1070.0
757438,1107.0
758581,1170.0
757450,1040.0
758583,307.0
757520,1155.0
757474,1060.0
757434,1070.0
757427,1353.0
757527,492.0
757546,606.0
757591,755.0
758591,1120.0
757587,1400.0
757652,1070.0
758593,1215.0
757605,1070.0
758594,1391.0
757648,590.0
757792,1070.0
757672,1276.0
757806,1265.0
757809,2140.0
757773,1160.0
758596,770.0
758597,1010.0
757853,1040.0
757862,590.0
757770,1070.0
757771,892.0
757852,840.0
758034,642.0
757873,1800.0
757945,1070.0
757898,1430.0
757883,1670.0
757872,1440.0
757878,1276.0
757897,1070.0
757866,770.0
757944,770.0
757967,1080.0
757943,330.0
758040,330.0
757965,920.0
757970,1420.0
758063,1136.0
757444,1589.0
757798,1324.0
757993,1295.0
757879,1070.0
757963,1070.0
757811,1350.0
757964,1350.0
757969,1070.0
758622,1060.0
757547,770.0
757899,1100.0
758623,1310.0
758030,660.0
757976,1275.0
758062,1020.0
758042,1070.0
758058,830.0
758061,840.0
758064,730.0
758048,1070.0
758049,1070.0
758047,1170.0
758626,1070.0
758627,1040.0
758628,900.0
758629,920.0
758630,738.0
758631,696.0
758637,1170.0
758638,660.0
758640,1070.0
758641,1155.55
758644,750.0
758645,560.0
758646,770.0
758647,606.0
758648,1060.0
758649,755.0
758650,1070.0
758651,892.0
758669,680.0
758670,1320.0
758671,1215.0
758676,1150.0
758677,1070.0
758678,696.0
758679,1070.0
758680,1107.0
758681,1353.0
758682,2091.0
758683,1276.0
758687,590.0
758688,770.0
758689,1400.0
758691,1070.0
758692,1265.0
758693,1265.0
758694,1010.0
758697,1160.0
758698,1070.0
758705,840.0
758706,840.0
758707,1070.0
758711,1070.0
758713,770.0
758714,840.0
751396,404.0
758715,1010.0
757797,1350.0
758716,1350.0
758717,590.0
758719,1070.0
758720,1800.0
755754,1350.0
756616,1350.0
757453,1350.0
758725,1350.0
758727,1070.0
758728,770.0
758729,1276.0
758738,642.0
758739,1670.0
758740,1430.0
758741,1404.0
758765,1310.0
758766,330.0
758767,330.0
758768,1080.0
758769,1589.0
758770,1324.0
758771,1295.0
758773,1350.0
758774,1350.0
758777,1350.0
758778,1420.0
758779,1136.0
758780,680.0
758781,660.0
758782,1125.0
758784,1070.0
758785,1070.0
758786,660.0
758787,1070.0
758788,1070.0
755649,1116.0
756370,1116.0
757218,1116.0
757966,1116.0
758789,1116.0
755665,1074.0
756015,1074.0
756980,1074.0
758792,1074.0
758795,1050.0
758796,1062.0
758797,732.0
758798,1070.0
758799,1391.0
758800,1040.0
758801,672.0
758802,1483.0
758803,2140.0
758804,1150.0
758805,1377.0
758806,1070.0
758807,1275.0
758864,1040.0
758865,1020.0
