iddespesa,alimentacao
57248,648.0
57478,50.0
57166,386.37
57171,347.56
57165,20.0
57399,438.3
57191,531.15
57398,7154.0
57394,816.9
57393,1105.0
57216,93.0
57164,40.0
57196,487.97
57270,40.0
57264,70.0
57265,70.0
57263,70.0
57381,419.05
57262,80.0
57384,6266.0
57269,160.0
57268,160.0
57220,90.65
57271,40.0
57261,220.0
57208,594.86
57267,150.0
57266,150.0
