iddespesa,medicos
22677,1000.0
22678,900.0
22679,900.0
22680,1320.0
22681,1000.0
22682,1000.0
22683,900.0
22684,1000.0
22685,900.0
22686,500.0
22687,1000.0
22688,900.0
22689,900.0
22690,900.0
22695,450.0
22696,450.0
22697,650.0
22707,440.0
22712,900.0
22713,1000.0
22715,600.0
22716,900.0
22717,900.0
22730,1040.0
22733,720.0
22734,500.0
22735,990.0
22736,900.0
22737,900.0
22741,770.0
22796,500.0
22818,900.0
22820,900.0
22821,900.0
22822,1150.0
22823,1000.0
22829,450.0
22837,371.0
22845,630.0
22853,810.0
22854,1020.0
22855,900.0
22856,900.0
22857,1000.0
22858,900.0
22860,900.0
22861,950.0
22862,450.0
22863,1000.0
22864,900.0
22865,900.0
22866,900.0
22867,1000.0
22899,900.0
22900,1000.0
22901,900.0
22902,900.0
22903,1300.0
22908,450.0
22919,440.0
22921,1000.0
22922,900.0
22923,900.0
22942,1040.0
22943,990.0
22944,900.0
22945,900.0
22958,900.0
22961,500.0
22964,900.0
22966,900.0
22967,900.0
22968,1000.0
22983,900.0
22984,810.0
22985,900.0
22986,900.0
22987,1000.0
22999,1200.0
23000,900.0
23001,600.0
23002,1000.0
23003,900.0
23004,900.0
23023,450.0
23026,900.0
23027,500.0
23028,1000.0
23029,900.0
23032,450.0
23034,600.0
23037,900.0
23038,900.0
23039,1000.0
23040,900.0
23044,440.0
23061,500.0
23062,990.0
23063,720.0
23064,900.0
23065,900.0
23075,770.0
23078,900.0
23079,900.0
23080,1150.0
23081,1000.0
23082,500.0
23101,371.0
23107,900.0
23108,1020.0
23109,810.0
23110,900.0
23111,630.0
23112,1000.0
23113,900.0
23114,900.0
23115,1000.0
23116,600.0
23117,450.0
23118,900.0
23119,1000.0
23120,900.0
23121,900.0
23135,450.0
23147,900.0
23148,1000.0
23149,1300.0
23150,900.0
23232,450.0
23245,440.0
23246,1000.0
23247,900.0
23248,900.0
23251,600.0
23271,1040.0
23272,990.0
23273,900.0
23274,900.0
23409,900.0
23410,900.0
23411,900.0
23412,1000.0
23413,900.0
23414,500.0
23426,810.0
23432,900.0
23433,900.0
23434,900.0
23435,1000.0
23453,900.0
23454,1000.0
23455,950.0
23456,600.0
23457,900.0
23458,900.0
23459,900.0
23460,1000.0
