idreceita,Mensalidades
2074038,74.94
2083292,168.94
2083620,345.93
2085055,384.18
2085067,197.66
2086461,224.58
2089032,112.16
2089753,224.63
2089993,136.78
2090068,88.44
2090551,159.35
2090626,213.05
2110385,99.61
2112132,161.86
2112537,164.62
2113068,265.41
2113134,193.4
2114161,113.2
2114200,181.22
2114275,96.47
2114640,276.92
2114676,251.2
2114890,98.3
2119970,102.66
2120437,99.61
2120470,199.22
2121548,216.65
2122414,90.71
2123280,203.48
2123453,195.97
2123511,446.87
2124512,87.48
2128586,185.43
2128587,185.43
2128847,120.28
2129265,103.85
2131461,130.45
2132804,86.11
2133883,151.55
2133957,223.28
2134222,198.76
2134223,213.43
2134894,116.65
2134908,125.39
2134911,110.0
2134975,193.0
2135321,43.89
2135687,216.65
2136099,107.91
2136140,83.83
2137971,79.0
2141268,140.0
2144063,98.53
2146378,225.0
2156413,225.0
2162811,225.0
2163120,79.0
2074120,161.79
2083245,211.13
2083317,199.2701
2083337,308.02
2083630,173.21
2083669,284.7
2083999,204.58
2084130,91.0729
2084143,216.65
2084271,84.23
2084906,98.53
2085032,394.91
2085475,215.55
2085531,222.84
2085984,124.97
2086239,112.23
2086474,205.1401
2088435,98.7
2088645,83.3
2088835,92.4
2088836,91.57
2088881,89.57
2089837,443.29
2090152,139.56
2090219,198.9701
2090383,186.7974
2090384,181.48
2112142,192.42
2112152,152.01
2112193,200.95
2112218,144.89
2112280,79.27
2112287,186.91
2112296,192.2063
2112329,195.01
2112333,85.14
2112349,148.76
2112396,80.52
2112425,260.37
2112462,78.71
2112493,188.79
2112496,188.07
2112530,149.86
2112584,180.42
2112626,64.35
2112729,269.22
2112757,163.8
2112877,245.28
2112878,245.28
2112916,175.46
2113033,78.15
2113169,162.92
2113178,334.8
2113184,172.36
2113197,160.84
2113982,156.8
2114009,174.81
2114043,94.41
2114171,83.64
2114289,323.16
2114374,74.51
2114496,188.0
2114497,186.31
2114557,183.88
2114567,193.0
2114612,173.1
2114820,150.1
2114848,96.22
2114919,88.76
2115063,176.57
2115312,200.88
2115401,208.3
2115540,107.6
2115612,99.59
2115754,171.27
2119537,135.37
2119610,211.13
2119656,207.91
2119890,210.98
2119907,113.29
2120311,215.69
2120328,224.99
2120360,114.29
2120363,107.66
2120372,226.8
2120460,213.87
2120463,179.74
2120520,119.37
2120571,100.9
2120596,175.14
2120723,186.29
2121075,102.29
2121131,439.92
2121193,216.79
2121251,218.88
2121280,346.61
2121315,196.36
2121467,154.01
2121495,100.9
2121571,187.93
2121691,391.81
2121698,638.79
2121750,218.4
2122429,234.22
2122448,91.99
2122510,199.27
2122553,196.39
2123183,213.91
2123303,221.64
2123404,313.54
2123589,91.43
2123930,190.77
2123953,156.46
2124082,204.58
2124107,120.86
2124224,224.63
2124252,126.91
2124311,83.83
2124553,236.9401
2124589,236.94
2126312,87.71
2127013,151.49
2128684,99.58
2129703,75.74
2130364,184.98
2131627,171.92
2132698,173.0
2133322,80.0885
2133599,176.11
2133737,79.0
2133959,91.37
2134024,192.32
2134106,166.7
2134182,101.97
2134320,167.537
2134348,79.0
2134455,315.66
2134479,194.788
2134480,175.4227
2134491,167.537
2134492,82.6211
2134523,407.38
2134536,225.0
2134591,215.07
2134609,218.85
2134610,176.11
2134616,224.63
2134653,181.22
2134656,161.42
2134714,218.3777
2134799,146.7413
2134845,223.43
2134878,177.03
2134883,124.97
2134885,321.44
2134889,166.93
2134890,213.91
2134905,208.0
2134913,223.3781
2134932,405.6206
2135231,304.65
2135253,120.65
2135255,79.11
2135329,193.12
2135335,218.8
2135382,96.0
2135527,163.9974
2135583,152.22
2135639,215.25
2135672,83.64
2135703,75.74
2136006,362.1
2136011,215.25
2136128,98.53
2136499,205.85
2136522,216.65
2136725,195.0
2137050,80.32
2137128,83.11
2137309,81.054
2137926,91.37
2137993,169.802
2138059,88.7
2138784,118.8701
2138939,348.84
2139613,82.22
2139614,81.48
2139615,80.75
2139693,183.3
2140449,158.22
2141353,119.0
2141413,270.0
2141462,85.0
2141473,120.0
2145266,225.0
2145849,107.65
2147144,165.0
2147445,245.0
2148098,89.0
2148201,88.688
2148204,218.94
2148293,270.0
2150946,122.08
2151662,89.0
2152170,101.15
2152474,89.0
2152816,179.0
2153257,251.74
2153492,85.0
2156714,140.0
2157294,85.0
2159455,270.0
2159547,165.0
2161796,120.0
2163151,120.0
2163156,270.0
2164807,140.0
2165112,85.0
2165695,155.0
2165714,530.0
2165846,291.27
2165867,395.36
2165915,254.16
2166084,254.16
2166111,211.8
2166149,211.8
2166158,85.0
2166182,186.5252
2167090,227.0
2167823,421.0
2168780,160.0
2168952,130.0
2169547,180.0
2171722,110.96
2171723,41.03
2171724,40.66
2171725,84.21
2171726,83.45
2171728,205.14
2171738,114.92
2171759,69.0
2171764,83.7
2171770,185.24
2171786,165.4972
2171788,120.86
2086375,68.03
2086559,172.62
2086627,99.6
2089279,132.38
2089445,431.37
2111421,103.7
2112170,138.21
2112274,190.29
2112564,169.31
2112977,157.25
2114086,385.97
2114561,241.83
2115677,211.21
2117873,78.44
2119696,90.46
2120558,312.75
2121787,230.75
2123214,383.6546
2123243,91.91
2123472,95.05
2124039,245.5
2124190,181.2901
2129680,102.78
2130059,90.1
2131722,101.85
2133482,221.64
2134323,430.16
2134675,218.94
2134676,167.04
2134677,227.5
2134686,227.5
2134723,245.25
2134766,328.27
2134767,92.7
2134824,83.11
2134861,79.0
2134948,99.0
2135040,213.86
2135085,86.11
2135324,286.55
2136002,190.96
2136635,224.6301
2136846,187.14
2137896,84.13
2138757,87.48
2154874,170.0
2156690,85.0
2162421,291.3
2162925,237.0
2163048,285.0
2163058,285.0
2165928,240.0
2166039,282.4
2168874,234.0
2171798,83.11
2171803,213.87
2171833,75.0
2171837,107.22
2171839,206.32
2171840,75.0
2171844,129.0
2171854,96.0
2084043,162.6
2112284,79.93
2112438,104.17
2114108,121.88
2114539,82.47
2114662,93.14
2115608,198.1473
2116144,119.3401
2120566,222.74
2123854,87.48
2124762,241.78
2132091,85.5
2133965,80.8644
2134746,85.28
2134955,254.9
2135007,229.318
2135008,309.93
2135012,194.21
2135013,227.5
2135015,227.5
2135016,75.74
2135020,514.55
2135023,157.31
2135024,215.25
2135025,115.9
2135027,111.102
2135030,90.714
2135333,221.9
2137263,169.31
2139452,171.358
2142000,87.48
2144351,118.2701
2145964,91.1501
2148315,59.0
2148703,235.0
2160279,235.0
2161994,80.84
2166230,282.4
2168885,85.0
2169152,270.0
2169174,270.0
2169295,85.0
2171862,86.11
2171864,436.04
2171872,138.0
2171876,91.23
2171878,222.1101
2171879,215.6001
2171881,69.0
2171888,225.0
2074027,193.67
2074158,135.45
2074246,102.4481
2074619,417.61
2074877,95.77
2074878,94.95
2074879,94.11
2074880,93.27
2074881,90.64
2078432,261.47
2083421,91.43
2083646,128.79
2083709,222.84
2083908,227.04
2083987,238.03
2084159,557.21
2084243,213.91
2084396,224.99
2084400,316.15
2084405,387.83
2084445,81.77
2084476,213.87
2084879,216.65
2084891,206.24
2084996,219.96
2085304,197.45
2085367,103.19
2085507,155.96
2085550,215.07
2086055,219.3
2086115,88.76
2086155,88.69
2086299,466.45
2086426,127.5
2086748,67.14
2086833,225.07
2087243,200.88
2087371,153.71
2087588,251.56
2087617,399.28
2088011,203.48
2088389,87.08
2088724,99.61
2088751,93.05
2088753,90.64
2088959,101.97
2089189,266.2
2089503,181.22
2089773,162.71
2089849,196.25
2089981,188.58
2090231,232.21
2090319,176.19
2090331,152.52
2090424,175.14
2090457,209.13
2090554,158.87
2090577,211.21
2112127,167.19
2112173,166.2
2112176,120.72
2112186,278.73
2112197,84.96
2112200,96.37
2112268,180.75
2112271,165.66
2112352,110.48
2112375,74.3
2112449,173.32
2112567,137.53
2112612,79.94
2112711,154.2
2112736,263.68
2112783,158.13
2112839,164.31
2112849,160.39
2112952,85.45
2112980,160.84
2113057,176.46
2113131,84.29
2113172,330.45
2113187,76.53
2113200,87.04
