iddespesa,alimentacao
13135,83.41
13142,45.74
13103,212.0
13090,450.0
13024,42.87
13002,570.0
12983,236.8
12979,151.94
13001,510.0
12859,510.0
12830,75.03
12831,193.12
13000,585.0
