iddespesa,alimentacao
6883,46.97
6882,200.0
6853,497.0
6863,96.46
6821,38.31
6852,526.0
6826,398.28
6819,9.9
6851,350.0
6823,43.83
6756,131.79
6862,121.94
6850,623.0
6827,8.93
