iddespesa,medicos
10488,1080.0
10494,1440.0
10497,1050.0
10498,420.0
10499,500.0
10500,1100.0
10503,1000.0
10504,525.0
10505,400.0
10506,840.0
10507,420.0
10508,780.0
10534,1080.0
10538,840.0
10539,840.0
10554,1440.0
10560,420.0
10561,830.0
10562,1100.0
10563,1050.0
10564,780.0
10565,630.0
10566,840.0
10567,1000.0
10568,420.0
10569,525.0
10570,400.0
10584,785.0
10586,1050.0
10587,830.0
10588,1100.0
10589,1080.0
10590,500.0
10591,840.0
10592,840.0
10603,1000.0
10604,525.0
10605,840.0
10608,1080.0
10609,840.0
10613,785.0
10626,420.0
10627,1050.0
10628,630.0
10629,1000.0
10630,840.0
10631,420.0
10632,525.0
10633,400.0
10634,420.0
10635,780.0
10636,500.0
10637,400.0
10646,840.0
10674,550.0
10675,550.0
10676,550.02
10677,990.0
10678,550.0
10679,550.02
10680,550.03
10681,550.0
10682,550.02
10683,990.0
10684,550.0
10685,550.03
10698,840.0
10699,500.0
10700,840.0
