iddespesa,medicos
20208,950.0
20209,1320.0
20210,900.0
20211,1000.0
20212,1000.0
20213,1000.0
20214,1000.0
20224,450.0
20242,900.0
20243,500.0
20244,1000.0
20245,900.0
20246,900.0
20247,1300.0
20260,440.0
20261,810.0
20263,800.0
20264,1000.0
20265,900.0
20266,900.0
20267,600.0
20272,600.0
20311,1040.0
20351,990.0
20352,500.0
20353,720.0
20354,900.0
20355,900.0
20378,600.0
20383,900.0
20384,900.0
20385,900.0
20386,1150.0
20387,1000.0
20388,800.0
20391,770.0
20394,900.0
20395,1020.0
20396,810.0
20397,900.0
20398,900.0
20399,720.0
20400,1000.0
20401,1000.0
20402,1000.0
20403,900.0
20404,900.0
20405,1000.0
20406,1000.0
20424,371.0
20440,450.0
20452,900.0
20453,500.0
20454,1000.0
20455,900.0
20456,900.0
20457,1300.0
20472,440.0
20473,450.0
20474,800.0
20475,1000.0
20476,900.0
20477,900.0
20498,600.0
20499,600.0
20500,1040.0
20503,720.0
20504,500.0
20505,990.0
20506,900.0
20507,900.0
20522,900.0
20526,900.0
20527,900.0
20528,1150.0
20529,780.0
20530,1000.0
20538,371.0
20546,450.0
20555,720.0
20556,800.0
20557,900.0
20559,810.0
20560,1020.0
20561,900.0
20563,360.0
20564,900.0
20565,600.0
20566,950.0
20567,900.0
20568,1000.0
20569,1000.0
20570,1000.0
20571,1000.0
20595,450.0
20600,450.0
20631,900.0
20632,500.0
20633,1000.0
20634,900.0
20635,900.0
20636,1300.0
20641,1000.0
20678,800.0
20679,1000.0
20680,900.0
20681,900.0
20682,810.0
20683,600.0
20721,440.0
20738,600.0
20740,500.0
20741,1040.0
20742,990.0
20743,720.0
20745,900.0
20746,900.0
20778,900.0
20779,900.0
20780,1150.0
20781,1000.0
20782,900.0
20783,800.0
20806,450.0
20807,450.0
20814,900.0
20815,1020.0
20816,1000.0
20817,810.0
20818,900.0
20821,450.0
20822,1000.0
20823,900.0
20824,600.0
20825,1000.0
20826,1000.0
20827,1000.0
20828,1000.0
20829,900.0
20833,900.0
20834,1000.0
20835,900.0
20836,990.0
20920,2000.0
20927,900.0
20928,900.0
20930,900.0
20956,900.0
20960,900.0
20961,900.0
20962,1150.0
20963,780.0
20964,1000.0
20965,900.0
21006,371.0
21023,600.0
21027,900.0
21028,1020.0
21029,810.0
21030,900.0
21031,900.0
21032,720.0
21033,1000.0
21038,450.0
21039,1000.0
21040,1000.0
21041,900.0
21042,950.0
21043,600.0
21044,900.0
21045,450.0
21052,900.0
