iddespesa,medicos
41514,1100.0
41516,1290.0
41517,22.0
41528,480.0
41534,1412.0
41547,1290.0
41603,654.0
41604,860.0
41605,1290.0
41606,830.0
41640,650.0
41642,750.0
41656,1290.0
41667,1062.0
41704,590.0
41705,545.0
41717,590.0
41736,710.0
41738,710.0
41740,950.0
41747,1570.0
41749,1290.0
41751,1290.0
41752,530.0
41763,600.0
41764,1375.0
41766,1290.0
41772,480.0
41790,1290.0
41795,654.0
41821,860.0
41822,600.0
41823,1290.0
41824,830.0
41839,1290.0
41842,150.0
41867,750.0
41869,650.0
41884,950.0
41885,1062.0
41886,545.0
41887,590.0
41888,1290.0
41889,1460.0
41890,590.0
41898,1290.0
41899,710.0
41905,530.0
41906,710.0
41909,1290.0
41916,600.0
41918,1375.0
41922,480.0
41923,1290.0
41940,480.0
41941,1290.0
41942,100.0
41957,654.0
41959,860.0
41960,830.0
41964,1290.0
41965,1290.0
41987,1290.0
41988,650.0
41992,1290.0
42000,1062.0
42001,1460.0
42008,1290.0
42013,590.0
42014,590.0
42015,545.0
42022,710.0
42028,1290.0
42032,1570.0
42033,530.0
42034,710.0
42040,1570.0
42041,1290.0
42054,910.0
42055,910.0
42056,1570.0
42057,480.0
42065,910.0
42066,1375.0
42067,1290.0
42084,950.0
42095,654.0
42096,1290.0
42117,860.0
42118,830.0
42119,1290.0
42124,1290.0
42153,750.0
42156,650.0
42157,1008.0
42198,590.0
42199,1570.0
42200,710.0
42201,1062.0
42202,545.0
42203,590.0
42204,1290.0
42208,710.0
42209,530.0
42211,1290.0
42212,1290.0
42216,480.0
42217,480.0
42224,650.0
42230,1290.0
42231,1375.0
42232,480.0
42239,910.0
42246,480.0
42257,1290.0
42264,654.0
