iddespesa,alimentacao
80998,232.79
80970,1080.0
80969,1141.77
80958,84.0
80957,132.0
80956,180.0
80955,60.0
80954,192.0
80953,180.0
80952,96.0
80951,84.0
80950,108.0
80948,150.0
80947,90.0
80946,1818.99
80738,542.8
80736,4605.0
80726,486.8
80732,1200.5
80728,6495.0
