iddespesa,alimentacao
855214,6690.0
855211,27.62
855210,50.0
855207,35.31
855206,70.0
855201,25.13
855200,40.0
854607,25.07
855168,1492.0
854606,50.0
854590,37.49
854589,40.0
854582,36.09
854581,90.0
854579,50.0
854577,62.98
854574,33.46
854573,60.0
854558,36.93
854557,80.0
854546,24.76
854536,70.0
854534,178.0
854533,47.5
854518,26.16
855093,2067.0
854517,60.0
854515,13.0
854508,34.47
854507,50.0
854503,36.91
854502,50.0
854497,332.3
854488,35.62
854487,40.0
854472,35.31
854477,34.44
854471,70.0
854462,204.0
854476,70.0
854457,25.04
854456,50.0
854445,24.85
854962,2119.0
854444,60.0
854433,29.5
854374,34.44
854373,60.0
854370,32.0
854369,36.57
854368,50.0
854358,398.0
854353,33.86
854352,50.0
854346,34.86
854345,50.0
854332,35.98
854331,50.0
854325,25.13
854324,60.0
854318,24.34
854829,2067.0
854316,50.0
854315,47.0
854305,37.3
854304,60.0
854299,20.0
854298,30.0
854295,36.21
854294,60.0
854288,70.0
854271,35.7
854270,60.0
854242,35.65
854241,60.0
854227,39.08
854226,50.0
854222,25.06
854221,50.0
854203,25.63
854202,50.0
854201,120.0
854200,130.0
