iddespesa,alimentacao
85174,556.8
85178,885.0
85183,5280.0
85186,5616.0
85188,472.8
85192,1215.0
85336,1200.0
85352,1485.0
85451,2171.01
85454,1200.0
85455,345.4
85456,560.0
85457,367.83
85487,480.0
85489,80.0
85490,180.0
85491,192.0
85492,180.0
85493,192.0
85494,120.0
85495,120.0
85496,120.0
85497,80.0
85529,3003.03
