iddespesa,alimentacao
886158,6740.0
886150,37.76
886149,60.0
886143,187.0
886135,38.11
886053,1872.0
886134,60.0
886131,36.99
886130,90.0
886124,26.45
886122,50.0
886113,37.56
886112,70.0
885447,39.5
885446,60.0
885428,35.41
885427,50.0
885412,38.6
885411,40.0
885392,23.29
885391,60.0
885388,37.18
885387,60.0
885380,21.66
885919,1976.0
885379,80.0
885363,38.54
885362,60.0
885352,37.85
885351,60.0
885350,2356.23
885348,3650.14
885338,38.54
885337,40.0
885332,59.96
885218,39.21
885217,80.0
885208,37.29
885207,60.0
885203,20.47
885202,30.0
885196,26.48
885760,1885.0
885195,60.0
885194,48.37
885188,35.47
885187,70.0
885184,445.5
885180,38.8
885179,60.0
885167,35.53
885166,60.0
885159,221.0
885144,36.51
885143,60.0
885103,38.25
885099,60.0
885093,24.88
885091,50.0
885055,25.87
885607,1976.0
885054,70.0
885038,34.25
885037,60.0
885030,35.5
885029,80.0
885002,37.09
885001,40.0
883905,36.63
883904,70.0
883889,38.4
883887,60.0
883882,22.62
883881,70.0
883843,17.81
883840,50.0
