idreceita,Mensalidades
1002,68.0
297,72.0
343,72.0
590,72.0
698,72.0
742,72.0
813,72.0
823,72.0
934,72.0
1069,72.0
1081,72.0
1315,72.0
1417,72.0
1429,72.0
1441,72.0
691,73.57
702,73.6344
1365,74.02
692,74.66
802,75.073
1345,76.31
1344,76.98
1343,77.68
1342,78.35
1341,79.04
1340,79.74
1349,81.97
732,87.0
992,87.0
1035,87.0
1033,89.1576
1380,89.58
941,93.0
942,98.12
693,99.94
764,113.0
844,113.0
923,113.0
1046,113.0
1057,113.0
1382,113.0
1190,123.0
1611,123.0
495,130.0
599,130.0
937,130.0
1366,130.0
730,132.37
731,132.37
1017,135.9367
704,144.0
881,144.0
1326,144.0
429,145.0
600,145.0
703,145.0
779,155.2671
718,157.0
753,157.0
896,157.0
1405,157.0
1404,158.173
1034,160.31
1176,160.31
936,164.0
1289,176.02
108,177.0
398,177.0
508,177.0
517,177.0
574,177.0
601,177.0
610,177.0
803,177.0
943,177.0
1090,177.0
1095,177.0
1153,177.0
1180,177.0
1416,177.1838
905,181.071
858,209.0
955,217.0
1403,271.9908
629,307.0
871,354.0
1003,430.0
1004,430.0
1393,595.0
