iddespesa,alimentacao
29030,47.0
29023,34.5
29003,29.24
28981,28.19
28954,28.62
28922,28.28
28921,35.44
28920,30.0
28887,27.25
28867,45.0
28866,80.0
28863,27.9
28844,448.0
28832,29.43
28801,29.79
28802,26.71
28759,32.46
28702,37.49
28650,27.25
28656,5600.0
28625,28.6
28606,30.07
28554,29.33
28840,795.56
28529,27.98
28492,1148.0
28476,29.23
28490,158.92
28481,27.45
28479,29.6
