iddespesa,medicos
448835,1130.0
448836,600.0
448837,1000.0
448838,640.0
448839,630.0
448840,500.0
448841,1155.0
448842,1000.0
448843,755.0
448844,1545.0
448845,1365.0
448938,1245.0
448939,735.0
448940,600.0
448941,1130.0
448942,1000.0
448943,1000.0
448944,315.0
448949,1130.0
448950,1000.0
448952,1000.0
449001,1000.0
449002,1130.0
449003,565.0
449004,3225.0
449005,1000.0
449007,1185.0
449008,640.0
449010,1000.0
449011,1000.0
449037,960.0
449038,1225.0
449056,1155.0
449057,1130.0
449058,1000.0
449059,820.0
449060,1000.0
449061,1375.0
449062,1445.0
449064,1130.0
449108,1655.0
449109,630.0
449110,1100.0
449111,1000.0
449112,1365.0
449113,1545.0
449114,755.0
449115,1000.0
449116,640.0
449117,1130.0
449161,1000.0
449162,1000.0
449163,1245.0
449164,1100.0
449165,1245.0
449166,1000.0
449169,1000.0
449170,1000.0
449171,550.0
449173,1010.0
449174,1130.0
449175,1000.0
449176,1000.0
449385,315.0
449386,1155.0
449387,1130.0
449388,600.0
449389,1245.0
449391,920.0
449393,1100.0
449394,2000.0
449395,1000.0
449396,440.0
449397,1040.0
449403,440.0
449405,965.0
449406,920.0
449407,1100.0
449408,1000.0
449412,440.0
449414,735.0
449415,1000.0
449416,1000.0
449417,1130.0
449418,1000.0
449439,660.0
449440,705.0
449441,550.0
449442,550.0
449444,630.0
449445,570.0
449446,570.0
449448,575.0
449449,845.0
449450,890.0
449452,1000.0
449453,1130.0
449454,1010.0
449455,1000.0
449456,1000.0
449457,1000.0
449459,1000.0
449460,1245.0
449461,660.0
449462,705.0
449463,1100.0
449464,1245.0
449465,1000.0
449466,1245.0
449467,600.0
449470,850.0
449471,890.0
449472,1000.0
449473,1245.0
449483,565.0
449484,640.0
449486,1130.0
449511,2000.0
449512,500.0
449513,1000.0
449568,1185.0
449618,1240.0
449619,1000.0
449620,1225.0
449621,960.0
449622,1000.0
449623,1000.0
449624,965.0
449631,440.0
449645,570.0
449646,640.0
449648,575.0
449649,415.0
449730,600.0
449731,1000.0
449733,1545.0
449734,640.0
449737,755.0
449738,1000.0
449739,1130.0
449740,1655.0
449741,630.0
449742,1365.0
449749,630.0
449751,1130.0
449752,1130.0
449753,820.0
449755,40.0
449756,1155.0
449762,375.0
449775,1850.0
449785,1100.0
449786,920.0
449788,440.0
449789,1040.0
449792,1245.0
449793,1000.0
449794,1000.0
449795,1000.0
449796,550.0
449797,1010.0
449798,1130.0
449800,1000.0
449801,1000.0
449835,1000.0
449836,1000.0
449837,1245.0
449838,1245.0
449839,1000.0
449846,705.0
449850,660.0
449891,1000.0
449892,1155.0
449893,1245.0
449894,600.0
449895,1130.0
449896,1000.0
449897,1000.0
449898,315.0
449899,1130.0
449906,735.0
449929,845.0
449943,1185.0
449944,1000.0
449945,1000.0
449946,2000.0
449947,565.0
449948,640.0
449967,575.0
449968,570.0
449982,960.0
449983,1225.0
449984,570.0
449986,1445.0
449987,1375.0
449988,820.0
449990,1130.0
449991,1130.0
449992,1000.0
449993,1000.0
449994,1155.0
449995,1100.0
450021,755.0
450022,1365.0
450023,1130.0
450024,630.0
450025,500.0
450026,1000.0
450027,1545.0
450028,1000.0
450029,640.0
450030,1500.0
450031,500.0
450032,500.0
450033,1245.0
450034,1245.0
450035,1000.0
450036,1000.0
450037,1000.0
450038,1100.0
450039,920.0
450040,1000.0
450041,1000.0
450042,1000.0
450043,1700.0
450044,945.0
450045,550.0
450046,1245.0
450047,1000.0
450048,1000.0
450050,955.0
450051,145.0
450052,955.0
450065,1130.0
450100,705.0
450101,735.0
450113,1100.0
450114,440.0
450146,1000.0
450147,1000.0
450148,1000.0
450149,1245.0
450150,1130.0
450151,1155.0
450152,315.0
450153,600.0
450194,1130.0
450195,2000.0
450196,1185.0
450197,1000.0
450198,1000.0
450199,640.0
450200,565.0
450216,570.0
450217,575.0
450234,1130.0
450235,630.0
450238,660.0
450239,550.0
450240,890.0
450243,1000.0
450244,1130.0
450245,1375.0
450246,1000.0
450247,1000.0
450248,960.0
450249,965.0
450250,1225.0
450251,1245.0
450253,1000.0
450277,630.0
450278,570.0
450279,820.0
450280,200.0
450281,130.0
450289,640.0
450290,600.0
450291,1000.0
450292,755.0
450293,1155.0
450294,1130.0
450295,1545.0
450296,500.0
450297,1000.0
450298,1365.0
450299,630.0
450312,440.0
450348,1100.0
450349,1000.0
450350,1000.0
450351,1245.0
450352,1245.0
450353,1000.0
450354,1000.0
450378,550.0
450379,660.0
450387,1130.0
450388,1000.0
450389,1000.0
450390,1000.0
450391,550.0
450392,945.0
450393,1040.0
450394,440.0
450395,1100.0
450397,705.0
450398,845.0
450400,1245.0
450401,1000.0
450402,1000.0
