iddespesa,alimentacao
89377,504.0
89371,3080.18
89336,1736.98
89294,1530.0
89250,144.0
89248,120.0
89247,1170.0
89246,180.0
89244,180.0
89242,192.0
89240,192.0
89222,1380.0
89215,539.3
89213,1275.0
89210,4848.0
89206,5760.0
89203,556.8
89238,90.0
