iddespesa,alimentacao
827754,50.0
827756,25.33
827770,50.0
827771,36.0
828138,70.0
828139,34.79
828220,50.0
828221,24.87
828227,60.0
828228,24.73
828231,50.0
828232,35.39
828246,70.0
828247,35.93
828293,30.0
828294,34.63
828558,60.0
828560,35.77
828566,182.2
828577,30.0
828579,34.63
828593,60.0
828595,24.65
828596,20.0
828597,24.6
828600,50.0
828601,35.88
828693,30.0
828694,35.31
828721,238.0
828722,50.0
828723,35.36
828726,117.53
828728,30.0
828729,34.44
828738,90.2
828740,30.0
828741,33.65
828841,50.0
828842,24.24
828846,60.0
828847,23.16
828850,40.0
828851,34.95
828892,40.0
828893,35.74
828899,20.0
828900,34.65
828906,140.52
828923,60.0
828924,35.25
828930,30.0
828931,35.23
828933,30.0
828934,25.0
829098,2301.0
829227,2561.0
829299,2288.0
829347,2210.0
829392,2106.0
829400,32.0
829408,10.0
829409,25.11
829413,50.0
829414,36.01
829422,34.33
829427,50.0
829428,34.63
829431,20.0
829435,47.0
829436,27.62
829438,50.0
829439,24.19
829444,50.0
829445,36.29
829446,238.0
829451,6980.0
