iddespesa,medicos
8443,600.0
8447,998.0
8453,1470.0
8473,445.0
8478,600.0
8481,998.0
8502,445.0
8507,600.0
8512,998.0
8515,1470.0
8525,445.0
8530,600.0
8533,998.0
8539,1470.0
8552,445.0
8553,930.0
8601,930.0
8612,600.0
