idreceita,Mensalidades
180206,80.72
180677,119.0
180741,286.05
180896,220.27
180928,219.97
181476,204.9
181503,83.16
181546,84.31
181660,112.73
181768,83.16
181858,148.0
182261,203.34
182265,213.48
182507,129.07
182570,150.15
182869,494.32
183025,204.44
183111,83.16
183121,204.44
183220,229.86
183345,83.16
183346,83.16
183413,85.3
183521,195.0
183809,80.65
183919,99.0
184046,225.0
184139,112.33
184168,225.0
184186,80.63
184627,129.0
196692,80.63
197924,158.0
198360,225.0
199333,148.0
200683,79.0
201589,99.0
201870,79.0
181403,404.03
183978,83.16
187364,83.83
187449,123.4
187525,160.82
187686,159.38
188543,195.0
188886,206.08
189039,189.5581
189056,72.0
189067,204.44
189068,166.32
189069,132.37
189071,113.42
189072,195.0
189412,461.17
192259,225.0
200518,79.0
206138,82.06
206139,88.24
206145,191.0296
206146,199.3256
206148,85.0
206163,79.0
206175,185.0
182677,221.52
183273,166.32
188934,195.0
189061,279.0
189074,213.914
189076,206.08
189078,117.05
189080,452.12
197621,195.0
178759,79.0
178801,116.4901
178840,179.0
178848,204.44
179000,187.69
179024,225.0
179171,110.35
179200,109.67
179392,159.0
179449,83.16
179777,92.25
179887,443.9
179905,110.0
179978,79.0
180009,229.9051
180199,236.7
180373,167.0
180449,83.16
180492,204.44
180582,225.0
180590,83.16
180702,122.43
180710,79.0
180766,381.17
180806,350.27
180897,215.07
181041,78.54
181322,105.65
181369,225.0
181555,287.65
181583,204.44
181601,225.23
181610,225.23
181670,218.8
181720,87.48
181750,291.42
181778,236.7
181787,83.11
181797,166.32
181806,225.0
181815,225.0
181833,450.0
181876,225.0
181885,148.0
181894,119.0
182045,236.94
182133,149.7202
182142,238.0
182174,207.33
182238,173.27
182247,88.69
182326,203.34
182514,154.82
182576,336.58
182589,121.06
182627,85.447
182744,215.07
182840,187.69
182849,101.8
182861,204.44
182864,187.69
182917,78.2
182961,187.69
183001,152.85
183100,204.44
183116,83.1601
183124,83.16
183135,165.17
183144,230.14
183172,236.94
183369,83.16
183372,225.23
183603,154.61
183638,229.7
183676,179.0
183688,80.86
183893,79.0
183897,79.0
183977,85.53
183980,85.65
183981,84.87
184295,225.0
184410,83.11
184479,225.0
184507,79.0
184669,225.0
184931,88.78
185143,128.16
187120,129.0
187438,103.46
187998,159.0
188531,211.2274
188922,204.44
188987,142.489
189084,83.16
189085,187.69
189087,228.21
189088,207.23
189092,195.0
197883,79.0
197940,72.0
198077,79.0
198125,79.0
198180,158.0
199693,79.0
199902,181.83
201288,80.63
202065,79.0
