idreceita,Mensalidades
106653,215.25
105156,215.07
105887,176.11
103806,146.8
109363,190.0
103578,321.42
101369,86.11
105004,91.15
111054,105.0
100984,135.0
101672,231.82
101899,229.73
103545,124.84
104310,213.04
104898,270.0
106695,227.5
103364,320.0
103262,225.0
104324,215.6
111070,233.6345
105311,245.5
109683,225.0
109580,89.0
102506,222.84
101535,162.8
102902,156.89
111074,79.0
101485,125.0
111093,245.5
111084,255.0
111096,277.63
111097,275.28
101940,215.07
111098,255.0
106483,170.0
102757,204.58
105208,83.22
103182,91.15
106831,213.04
109233,89.0
102153,215.07
102871,93.52
102553,211.09
102336,219.32
106412,375.38
101491,320.0
101490,127.64
104133,236.94
105305,88.85
105453,490.5
104363,86.11
105857,91.15
105858,91.15
105128,235.0
108222,85.0
109427,181.7
109533,160.0
107561,117.37
101495,79.0
107893,80.63
108173,89.0
111044,125.0
111111,160.22
111112,85.0
111121,85.0
111130,140.0
101465,90.64
103687,289.69
103725,93.33
104686,229.47
104870,421.1
106801,210.55
103004,227.5
103613,201.32
103438,120.71
104877,210.55
110176,85.0
103660,225.97
104483,338.85
103989,91.92
102329,192.13
105215,85.0
104298,287.0
102622,245.07
108145,178.04
109714,79.0
108407,505.0
101437,80.63
101497,90.83
111142,422.2
100561,203.3484
111144,449.2702
103280,215.6001
111146,235.22
101448,135.0
111148,85.0
101414,135.0
111158,85.0
111168,289.69
111167,167.99
111171,219.56
111172,270.0
100591,184.98
101055,183.32
104496,178.0
104208,224.63
105122,225.0
101763,222.86
101941,437.87
105460,127.46
106461,221.56
102513,197.69
104348,215.07
106251,113.6
104961,210.55
106555,234.0
104232,229.93
109796,185.0
102271,213.04
104100,241.93
105735,202.06
102050,213.04
102935,223.43
100548,204.26
104749,224.63
105286,172.93
110411,93.52
105095,247.47
104064,475.75
105850,110.03
104355,91.15
104003,79.0
101985,85.0
106580,270.0
104435,85.0
108284,79.0
108358,130.0
108420,540.0
109742,225.0
101273,173.6
101300,137.82
107322,291.13
101337,86.2
100930,85.62
106406,204.58
