iddespesa,alimentacao
37291,250.0
37282,70.0
37280,32.0
37277,340.0
37276,10.0
37250,50.0
37244,8.37
37221,21.0
37137,10.0
37136,20.0
37135,30.0
37117,480.0
37192,97.38
37191,9.0
37190,42.0
37189,650.0
37103,22.0
37093,32.94
37092,60.0
37091,10.0
37090,20.0
37089,96.0
37088,101.55
37087,100.0
37086,21.0
37037,180.0
37010,10.0
37004,12.5
37002,20.0
37001,20.0
36952,295.56
36933,30.0
36932,10.0
