iddespesa,medicos
649928,504.0
649929,504.0
649930,504.0
649961,504.0
649962,950.0
649964,380.0
649965,976.0
649966,880.0
649967,1125.0
649968,440.0
650030,1040.0
650031,600.0
650032,950.0
650033,950.0
650034,950.0
650035,1080.0
650036,630.0
650037,1320.0
650038,540.0
650039,900.0
650040,690.0
650041,992.0
650042,735.0
650043,950.0
650148,675.0
650149,1076.0
650150,480.0
650151,960.0
650152,1050.0
650153,1350.0
650154,1124.0
650155,1030.0
650156,870.0
650157,950.0
650158,1488.0
650159,726.0
650160,735.0
650161,1900.0
650163,670.0
650164,675.0
650165,1050.0
650166,867.0
650167,100.0
650174,1200.0
650175,590.0
650176,1210.0
650182,924.0
650185,900.0
650186,950.0
650187,500.0
650189,1134.0
650192,420.0
650195,472.5
650196,600.0
650197,1900.0
650201,515.0
650204,500.0
650206,924.0
650208,1165.0
650210,840.0
650214,1100.0
650215,968.0
650216,950.0
650217,950.0
650218,735.0
650219,950.0
651117,504.0
651118,504.0
651119,504.0
651120,504.0
651121,708.0
651123,950.0
651124,950.0
651125,950.0
651126,1260.0
651127,1680.0
651128,1050.0
651129,620.0
651136,900.0
651137,945.0
651138,1210.0
651139,675.0
651140,950.0
651141,950.0
651143,1150.0
651144,1150.0
651145,1350.0
651146,540.0
651147,1125.0
651148,1320.0
651149,1050.0
651150,620.0
651151,690.0
651152,620.0
651153,672.0
651154,1240.0
651155,1250.0
651156,440.0
651157,945.0
651158,1030.0
651159,600.0
651160,1155.0
651161,870.0
651162,950.0
651163,950.0
651164,465.0
651165,900.0
651166,1680.0
651167,1870.0
651169,380.0
651171,525.0
651172,976.0
651173,880.0
651174,1124.0
651175,440.0
651176,1040.0
651177,600.0
651179,950.0
651180,950.0
651181,1080.0
651182,1320.0
651183,630.0
651184,540.0
651185,900.0
651202,992.0
651203,690.0
651204,1050.0
651209,1820.0
651211,675.0
651213,1076.0
651222,1050.0
651223,1030.0
651224,1030.0
651225,1124.0
651226,960.0
651227,480.0
651228,870.0
651229,1210.0
651230,950.0
651232,950.0
651234,1620.0
651236,1488.0
651237,500.0
651238,735.0
651239,950.0
651252,670.0
651253,620.0
651254,675.0
651255,867.0
651257,1150.0
651258,1200.0
651259,500.0
651260,590.0
651261,1210.0
651262,924.0
651263,900.0
651264,1045.0
651265,1045.0
651266,950.0
651267,500.0
651268,420.0
651269,1134.0
651270,472.5
651271,600.0
651272,1900.0
651279,525.0
651362,500.0
651363,620.0
651364,924.0
651365,861.0
651366,1165.0
651367,968.0
651368,840.0
651369,950.0
651370,950.0
651371,905.0
651372,735.0
651373,950.0
651375,618.0
651376,1000.0
651377,810.0
651378,950.0
651379,950.0
651380,1680.0
651381,950.0
651412,950.0
651413,515.0
651854,504.0
651855,504.0
651856,504.0
651857,504.0
651858,620.0
651860,660.0
651861,945.0
651862,900.0
651863,1133.0
651864,675.0
651865,950.0
651866,950.0
651867,1150.0
651868,1350.0
651869,540.0
651870,1125.0
651871,1210.0
651873,1050.0
651876,690.0
651877,672.0
651879,620.0
651880,1250.0
651881,1240.0
651882,440.0
651883,1030.0
651888,1050.0
651889,105.0
651890,600.0
651893,950.0
651894,950.0
651895,950.0
651896,1155.0
651897,900.0
651898,1680.0
651899,950.0
651900,380.0
651901,562.0
651902,1124.0
651903,976.0
651904,880.0
651905,440.0
651907,600.0
651908,1040.0
651911,950.0
651915,950.0
651925,1080.0
651928,630.0
651930,1320.0
651933,540.0
651934,900.0
651935,690.0
651936,992.0
651937,1155.0
651938,1900.0
651940,440.0
651941,675.0
651942,1076.0
651943,960.0
651944,1030.0
651945,1124.0
651946,1030.0
651947,870.0
651948,950.0
651949,950.0
651950,1620.0
651951,1488.0
651955,500.0
651956,1080.0
651957,210.0
651958,950.0
651960,670.0
651961,620.0
651962,675.0
651964,1150.0
651965,500.0
651966,590.0
651967,1200.0
651968,1210.0
651969,924.0
651970,900.0
651971,950.0
651972,500.0
651973,472.5
651974,1134.0
651975,420.0
651976,600.0
651977,1900.0
652208,1870.0
652210,867.0
652211,515.0
652212,696.0
652213,924.0
652214,1165.0
652215,800.0
652216,968.0
652217,950.0
652220,905.0
652221,735.0
652222,1900.0
652518,504.0
652519,504.0
652520,504.0
652521,620.0
652522,630.0
652523,710.0
652524,950.0
652525,900.0
652526,950.0
652527,950.0
652528,1260.0
652529,1680.0
652530,1050.0
652532,660.0
652533,900.0
652534,945.0
652535,1133.0
652536,675.0
652537,950.0
652538,950.0
652539,1150.0
652540,1150.0
652542,1350.0
652543,540.0
652544,1125.0
652545,1210.0
652546,1050.0
652547,210.0
652548,690.0
652549,620.0
652550,672.0
652551,1250.0
652552,927.0
652553,1240.0
652554,440.0
652555,1050.0
652556,1155.0
652557,600.0
652558,950.0
652559,950.0
652560,465.0
652561,950.0
652562,900.0
652563,1680.0
652564,1870.0
652565,950.0
652568,380.0
652569,562.0
652570,1124.0
652571,880.0
652572,1040.0
652573,600.0
652574,950.0
652575,950.0
652576,1080.0
652577,1320.0
652578,630.0
652579,540.0
652580,900.0
652581,690.0
652582,992.0
652583,1155.0
652585,1900.0
652586,440.0
652587,675.0
652589,710.0
652590,1076.0
652604,1030.0
652605,900.0
652606,1030.0
652607,960.0
652608,950.0
652609,950.0
652610,1620.0
652611,1488.0
652612,726.0
652613,1686.0
652614,1080.0
652615,210.0
652616,950.0
652850,20.0
653017,504.0
653018,504.0
653019,504.0
653021,670.0
653022,620.0
653023,675.0
653024,825.0
653025,1150.0
653026,590.0
653027,1200.0
653028,500.0
653029,726.0
653030,924.0
653031,950.0
653032,900.0
653033,500.0
653034,1134.0
653035,420.0
653036,472.5
653037,600.0
653038,1900.0
653039,620.0
653040,924.0
653041,861.0
653043,800.0
653044,1165.0
653045,968.0
653046,840.0
653047,905.0
653051,950.0
653052,735.0
653053,1900.0
653054,630.0
653055,1000.0
653056,900.0
653057,950.0
653058,950.0
653059,1680.0
653060,1050.0
653063,945.0
653064,900.0
653065,1133.0
653066,675.0
653068,1150.0
653069,950.0
653070,1150.0
653071,1350.0
653072,540.0
653073,950.0
653074,1870.0
653075,1050.0
653138,620.0
653139,200.0
653140,672.0
653141,620.0
653142,690.0
653143,927.0
653144,1240.0
653145,1250.0
653146,440.0
653147,1050.0
653148,600.0
653149,950.0
653150,950.0
653151,950.0
653152,1155.0
653153,465.0
653154,900.0
653155,1680.0
653156,1870.0
653157,950.0
653159,475.0
653160,562.0
653162,976.0
653163,440.0
653164,880.0
653165,400.0
653166,620.0
653167,1040.0
653168,600.0
653169,950.0
653170,950.0
653171,1080.0
653172,630.0
653173,1320.0
653174,540.0
653175,900.0
653176,690.0
653177,992.0
653178,1155.0
653179,1900.0
653365,675.0
653366,440.0
653367,726.0
653368,1076.0
653369,960.0
653370,1030.0
653371,1124.0
653372,1030.0
653373,1620.0
653374,950.0
653375,950.0
653376,950.0
653377,1488.0
653378,675.0
653379,500.0
653381,1080.0
653382,210.0
653383,950.0
653397,670.0
653398,675.0
653399,620.0
653400,825.0
653401,1150.0
653402,500.0
653403,1200.0
653404,590.0
653405,1210.0
653406,924.0
653407,950.0
653408,900.0
653409,500.0
653410,420.0
653411,1134.0
653412,472.5
653413,600.0
653414,1900.0
