iddespesa,medicos
43552,1000.0
43701,1000.0
43705,1300.0
43706,1100.0
43707,1000.0
43727,670.0
43729,1500.0
43730,1390.0
43735,1000.0
43736,1100.0
43737,1000.0
43740,490.0
43744,1000.0
43745,1440.0
43746,1100.0
43747,1000.0
43750,840.0
43752,440.0
43754,1000.0
43755,1000.0
43756,1100.0
43758,2000.0
43759,770.0
43763,950.0
43764,1120.0
43765,845.0
43767,950.0
43768,410.0
43769,1300.0
43770,1000.0
43771,1000.0
43772,1000.0
43779,1000.0
43781,1300.0
43782,330.0
43783,760.0
43784,1000.0
43785,1000.0
43786,1190.0
43791,710.0
43799,990.0
43801,2000.0
43802,1100.0
43803,1000.0
43804,1000.0
43811,1000.0
43812,550.0
43813,1300.0
43818,900.0
43819,1480.0
43828,1100.0
43830,845.0
43837,1000.0
43839,950.0
43840,1000.0
43934,1000.0
43937,1120.0
43943,1200.0
43944,1100.0
43949,1100.0
43950,1000.0
43953,1000.0
43954,490.0
43957,1100.0
43958,1440.0
43959,1000.0
43960,1000.0
43963,440.0
43965,1300.0
43966,1000.0
43971,1000.0
43976,1100.0
43977,1000.0
43979,770.0
43981,2000.0
43985,1000.0
43986,1000.0
43994,840.0
43995,1000.0
43998,330.0
44006,760.0
44007,1500.0
44008,1190.0
44010,1000.0
44013,1100.0
44017,990.0
44018,1100.0
44020,1000.0
44021,1000.0
44023,1000.0
44024,1480.0
44026,1000.0
44030,2000.0
44037,900.0
44039,1000.0
44040,1000.0
44041,1300.0
44042,550.0
44045,1100.0
44048,1000.0
44050,1100.0
44052,2200.0
44054,1100.0
44055,1000.0
44056,490.0
44060,1000.0
44061,1000.0
44062,1440.0
44063,1100.0
44064,440.0
44067,840.0
44071,1000.0
44072,1000.0
44073,1000.0
44074,1000.0
44077,1000.0
44080,1000.0
44081,550.01
44082,1100.0
44083,1000.0
44106,770.0
44111,1300.0
44112,330.0
44113,1000.0
44114,760.0
44116,1190.0
44118,1000.0
44120,1000.0
44121,1100.0
44127,2000.0
44128,1100.0
44129,1000.0
44130,1100.0
44131,1000.0
44133,1000.0
44134,1000.0
44137,1100.0
44138,1100.0
44141,1000.0
44142,1100.0
44146,1000.0
44147,1100.0
44148,1000.0
44149,1000.0
44150,1440.0
44155,1000.0
44156,1300.0
44157,550.0
44163,840.0
44168,440.0
44170,1000.0
44171,1000.0
44178,1100.0
44179,1000.0
44181,550.01
44182,1300.0
44183,770.0
44185,1000.0
44188,1000.0
44191,470.0
44196,330.0
44197,1000.0
44199,1500.0
44200,760.0
44201,1190.0
44202,1100.0
44216,1000.0
44265,710.0
44275,2000.0
44276,1000.0
44278,990.0
44279,1000.0
44280,1000.0
44282,1100.0
44310,900.0
44312,1480.0
44316,1000.0
44320,1300.0
44323,1000.0
44324,950.0
44325,1000.0
44329,550.0
44330,1000.0
44331,1300.0
44339,1120.0
44341,845.0
44342,1300.0
44343,940.0
44344,1100.0
44345,1100.0
44419,1100.0
44420,550.01
44421,527.0
44422,1100.0
44423,550.01
44424,1080.0
44426,1100.0
44427,527.0
44428,1080.0
44429,1000.0
44430,490.0
44431,1000.0
44432,1080.0
44433,1000.0
44434,470.0
44435,470.0
44436,527.0
44437,1100.0
44459,112.5
44470,1000.0
