idreceita,Mensalidades
95613,55.0
89027,59.0
93158,59.0
94333,59.0
94352,59.0
94386,59.0
94347,63.77
93223,68.4909
96038,69.0
99449,69.0
99476,69.0
99479,69.0
99485,69.0
93257,73.77
93446,73.77
93211,75.36
91183,79.0
93132,79.0
93278,79.0
93306,79.0
93370,79.0
93377,79.0
93448,79.0
94407,79.0
94414,79.0
94424,79.0
94788,79.0
95616,79.0
95687,79.0
95693,79.0
98510,79.0
93693,79.01
93718,79.01
93145,80.46
93509,80.46
93705,80.46
93706,80.46
93707,80.46
96191,80.46
91180,80.67
88085,80.7
91484,80.77
89400,80.84
85479,80.94
93425,80.97
94492,80.97
86573,80.98
93338,81.01
87908,81.22
86340,81.29
84567,81.67
84888,81.69
86127,81.72
94479,81.85
86602,84.46
93083,84.46
93122,84.46
93150,84.46
93193,84.46
93276,84.46
93293,84.46
93500,84.46
93538,84.46
93566,84.46
93570,84.46
93609,84.46
93701,84.46
93702,84.46
94406,84.46
94463,84.46
94485,84.46
94496,84.46
95713,84.46
96015,84.46
96016,84.46
96290,84.46
96377,84.46
99484,84.46
93440,84.49
93097,85.0
93099,85.0
93339,85.0
93360,85.0
93453,85.0
93456,85.0
93477,85.0
93635,85.0
93650,85.0
93713,85.0
93733,85.0
93734,85.0
94335,85.0
94339,85.0
94387,85.0
94433,85.0
94731,85.0
94755,85.0
94761,85.0
95619,85.0
95622,85.0
95625,85.0
95650,85.0
95653,85.0
95678,85.0
96139,85.0
86276,85.06
94358,85.06
94401,85.06
95714,86.0
95725,86.0
95829,86.0
96120,86.0
96161,86.0
97546,86.0
97612,86.0
98490,86.0
99443,86.0
93459,86.3
86158,86.4
93217,86.4
93144,86.5
93149,86.5
86699,86.91
78589,87.69
84750,87.82
86601,88.41
93335,88.85
93426,88.85
93427,88.85
93438,88.85
93504,88.85
93565,88.85
93620,88.85
93621,88.85
93697,88.85
93750,88.85
96253,88.85
96254,88.85
96404,88.97
86676,89.0
93178,89.0
93194,89.0
93373,89.0
93380,89.0
93651,89.0
94361,89.0
94363,89.0
99482,89.0
93584,89.02
93664,89.02
94346,90.64
85182,90.73
86839,90.81
93454,90.83
93284,90.86
93228,90.89
93468,90.91
93542,90.91
94746,90.91
93573,90.94
93466,90.97
87958,91.04
86483,91.05
88527,91.07
93155,91.15
93189,91.15
93231,91.15
93283,91.15
93332,91.15
93415,91.15
93436,91.15
93443,91.15
93447,91.15
93461,91.15
93474,91.15
93502,91.15
93541,91.15
93553,91.15
93567,91.15
93624,91.15
93631,91.15
93647,91.15
93678,91.15
94486,91.15
95951,91.15
96240,91.15
96241,91.15
96269,91.15
96427,91.15
88544,91.21
85625,91.31
88583,91.31
88327,91.37
98478,91.4208
85628,91.71
86025,91.9
95707,92.0
95831,92.0
95834,92.0
95839,92.0
95842,92.0
96167,92.0
97531,92.0
97534,92.0
97561,92.0
97568,92.0
97572,92.0
97586,92.0
97606,92.0
97618,92.0
97635,92.0
98475,92.0
98521,92.0
98527,92.0
98537,92.0
99425,92.0
99431,92.0
99439,92.0
99452,92.0
99463,92.0
88543,92.03
93334,92.06
93379,92.06
93489,92.06
93517,92.06
93527,92.06
93576,92.06
93604,92.06
93699,92.06
96336,92.06
96411,92.06
99437,92.06
99438,92.06
99456,92.06
93472,92.09
84559,92.14
85925,92.1417
93295,92.93
93545,93.52
93563,93.52
94437,93.52
95940,93.52
93346,94.0
93117,94.26
86183,95.15
93127,95.15
93391,95.15
93546,95.47
84187,96.2881
93164,96.9
