iddespesa,alimentacao
889368,6550.0
889361,255.0
889356,38.4
889355,60.0
889352,37.32
889351,60.0
889339,37.5
889338,30.0
889327,38.77
889326,70.0
889315,37.0
889314,60.0
889310,24.68
889309,70.0
888667,27.23
889169,2171.0
888666,60.0
888658,37.53
888657,70.0
888651,39.61
888650,50.0
888640,38.28
888639,80.0
888631,58.0
888629,39.96
888628,10.0
888621,38.31
888620,60.0
888616,24.53
888615,10.0
888614,40.0
888601,22.3
889071,1898.0
888600,80.0
888575,37.5
888574,70.0
888506,37.12
888505,80.0
888497,45.0
888468,217.9
888457,37.64
888456,50.0
888449,37.38
888448,60.0
888434,187.0
888422,38.02
888421,60.0
888412,28.13
888411,70.0
888381,24.13
888967,1924.0
888380,70.0
888366,39.88
888365,60.0
888352,39.5
888351,50.0
888348,231.0
888335,38.28
888334,60.0
888141,37.56
888140,70.0
888130,133.79
888103,35.55
888102,70.0
888097,25.67
888096,80.0
888088,22.77
888852,2002.0
888087,40.0
888069,37.06
888068,10.0
888058,36.42
888057,80.0
888033,35.53
888032,60.0
