iddespesa,medicos
878353,1100.0
878366,1200.0
878367,1100.0
878369,1230.0
878370,123.0
878373,1130.0
878374,1130.0
878375,660.0
878384,1300.0
878386,770.0
878402,1130.0
878403,1350.0
878404,660.0
878405,1130.0
878484,1080.0
878485,1130.0
878487,660.0
878493,1130.0
878494,1070.0
878495,1130.0
878496,1130.0
878497,1320.0
878507,700.01
878511,1125.0
878512,1100.0
878513,738.0
878514,737.99
878515,1130.0
878516,1130.0
878517,550.0
878547,1100.0
878548,1130.0
878549,1320.0
878550,550.0
878551,1130.0
878558,1200.0
878559,1100.0
878561,1230.0
878562,1483.0
878563,1130.0
878578,1130.0
878579,770.0
878592,1130.0
878595,1350.0
878605,1080.0
878606,1130.0
878607,1130.0
878616,1070.0
878617,1130.0
878618,1320.0
878623,565.0
878624,1125.0
878625,738.0
878626,615.0
878627,1100.0
878628,1200.0
878641,1100.0
878642,1320.0
878643,330.0
878644,1130.0
878661,1100.0
878662,1200.0
878663,1230.0
878664,1130.0
878665,1130.0
878666,1483.0
878695,1125.0
878696,1130.0
878697,1350.0
878698,1130.0
878726,1080.0
878727,1130.0
878730,550.0
878737,700.01
878738,565.0
878739,1125.0
878740,1100.0
878741,1200.0
878742,770.0
878743,1210.0
878756,88.0
878757,1100.0
878758,1100.0
878759,1130.0
878760,330.0
878761,1320.0
878769,1100.0
878770,1230.0
878771,1130.0
878772,1130.0
878773,1483.0
878781,750.0
878875,1100.0
878876,1320.0
878877,1130.0
878878,1483.0
878882,1368.0
878883,1130.0
878884,1350.0
878892,1390.0
878893,1080.0
878894,1130.0
878895,1130.0
878896,1130.0
878899,1320.0
878903,1125.0
878904,1100.0
878905,1130.0
878906,1200.0
878907,1210.0
878919,1100.0
878952,1120.0
878954,1560.0
878955,1404.0
878956,1130.0
878959,1390.0
878960,1070.0
878961,1102.5
878962,1260.0
878966,1740.0
878967,1353.0
878968,1353.0
878969,1353.0
878970,1353.0
878971,1353.0
878972,1060.0
878973,642.0
878974,642.0
878975,642.0
878982,816.0
878983,1130.0
878985,1210.0
878989,1573.0
878993,1320.0
878994,550.0
878995,1320.0
878996,1130.0
878997,330.0
878999,1130.0
879000,770.0
879001,376.64
879002,1287.0
879003,1140.0
879007,1292.0
879008,1130.0
879009,1130.0
879010,1130.0
879011,1450.0
879013,880.0
879014,960.0
879020,900.0
879022,367.5
879023,367.5
879031,1287.0
879034,1140.0
879035,935.0
879036,1320.0
879037,700.0
879038,1340.0
879044,770.0
879045,1130.0
879047,1430.0
879048,1430.0
879049,1430.0
879050,1430.0
879051,1430.0
879053,1190.0
879056,1500.0
879058,1130.0
879059,1197.0
879061,880.0
879079,1130.0
879080,1130.0
879081,1070.0
879086,1560.0
879087,1404.0
879088,642.0
879089,642.0
879090,642.0
879091,642.0
879093,1230.0
879094,816.0
879096,1390.0
879101,1130.0
879102,1225.0
879103,1050.0
879104,1102.5
879105,1260.0
879115,770.0
879116,1740.0
879118,1250.0
879125,1650.0
879128,1130.0
879129,1130.0
879130,1130.0
879131,1125.0
879134,1292.0
879135,1430.0
879136,1450.0
879137,960.0
879138,770.0
879139,56.5
879140,56.5
879141,56.5
879142,56.5
879143,56.5
879144,56.5
879150,1140.0
879151,1287.0
879152,1197.0
879153,1130.0
879154,700.0
879156,1130.0
879157,1320.0
879158,330.0
879165,935.0
879166,1340.0
879169,1070.0
879176,1500.0
879190,1300.0
879191,1300.0
879212,1430.0
879213,1560.0
879214,1404.0
879216,1130.0
879221,642.0
879222,642.0
879223,641.99
879224,1230.0
879225,816.0
879226,1130.0
879228,1390.0
879230,1130.0
879234,1120.0
879245,1050.0
879251,1130.0
879252,1225.0
879254,1102.5
879255,1260.0
879259,1130.0
879261,840.0
879262,840.0
879263,840.0
879264,1210.0
879270,1130.0
879271,550.0
879272,1130.0
879273,1130.0
879274,550.0
879277,1320.0
879278,1130.0
879279,1130.0
879280,550.0
879282,770.0
879285,1320.0
879286,1130.0
879287,1320.0
879288,330.0
879289,1650.0
879291,880.0
879294,1186.5
879295,1186.5
879296,1186.5
879297,1740.0
879298,1125.0
879299,1560.0
879300,1292.0
879302,1450.0
879307,1430.0
879310,900.0
879315,1340.0
879316,1130.0
879317,1353.0
879318,1353.0
879319,1353.0
879320,1353.0
879321,1353.0
879322,367.5
879324,367.5
879325,935.0
879326,960.0
879327,1140.0
879328,1287.0
879329,770.0
879331,770.0
879332,550.0
879337,1060.0
879339,1190.0
879340,1190.0
879341,1070.0
879342,700.0
879355,1500.0
879356,770.0
879358,880.0
879360,738.0
879361,1130.0
879362,1560.0
879364,642.0
879365,642.0
879366,642.01
879368,1230.0
879369,1130.0
879370,816.0
879372,1560.0
879373,1404.0
879375,1130.0
879384,1225.0
879385,1186.5
879387,1250.0
879388,1102.5
879389,1260.0
879390,1320.0
879391,1130.0
879392,1130.0
879393,550.0
879394,1050.0
879395,1650.0
879399,770.0
879403,1060.0
879404,1292.0
879405,1186.5
879406,1186.5
879407,1186.5
879408,1125.0
879410,1450.0
879412,1130.0
879413,1130.0
879415,900.0
879418,1430.0
879419,1287.0
879422,1300.0
879423,1300.0
879424,935.0
879425,1340.0
879427,770.0
879429,1130.0
879431,1186.51
879433,1186.5
879435,1186.51
879436,1186.5
879438,1186.51
879441,1190.0
879442,880.0
879443,770.0
879444,900.0
879445,1130.0
879451,1612.8
879457,1500.0
879460,1130.0
879461,1320.0
879466,1770.0
879467,1770.0
879468,1770.0
879469,1770.0
879470,1770.0
879471,1770.0
879472,1770.0
879473,1441.0
879474,1441.0
879475,1441.0
879476,738.0
879477,1560.0
879478,1404.0
879479,642.0
879480,642.0
879481,1230.0
879482,816.0
879483,1050.0
879488,1225.0
879490,840.0
879491,840.0
879492,1130.0
879494,770.0
879496,550.0
879498,1650.0
879499,1430.0
879501,1430.0
879503,1430.0
879504,1430.0
879506,1430.0
879508,1430.0
