iddespesa,alimentacao
514500,288.0
514501,180.0
514502,312.0
514503,144.0
514504,288.0
514505,252.0
514506,288.0
514507,192.0
514508,192.0
514509,192.0
514510,168.0
514511,192.0
514512,180.0
514513,192.0
514514,192.0
514515,288.0
514516,288.0
514517,288.0
514518,192.0
514519,144.0
514520,192.0
514521,288.0
514522,288.0
514523,192.0
514524,192.0
514525,144.0
514526,288.0
514527,288.0
514528,180.0
514529,288.0
514530,156.0
514531,144.0
514532,288.0
515068,1787.18
515168,276.0
515180,55.0
515186,2292.0
515182,603.5
515507,118.0
515494,55.0
515495,2737.8
515496,188.93
