id,name,url,desc,closed,dateLastActivity
68bf205089d8206a75949115,Controle de Projetos TI - Ronald,https://trello.com/b/1lAOxrLe/controle-de-projetos-ti-ronald,,False,2025-10-18T14:20:33.016Z
