id,name,url,desc,closed,dateLastActivity
68bf205089d8206a75949115,Controle de Projetos TI - Ronald,https://trello.com/b/1lAOxrLe/controle-de-projetos-ti-ronald,,False,2025-10-17T21:11:50.985Z
